player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,positional_versatility,rest_defence,wide_coverage,counter_press,composite_score,has_primary_season,is_manual_add
865931,Max Kilman,8654,West Ham United,ENG-Premier League,1.6,34.9,0.0,0.0,6.4,0.3,0.02,0.03,0.9,0.0,0.0,0.5,0.1,1.4,0.0,6.36,0.0,4.0,0.4,0.9,0.2,1559,21,Defender,0.6086956521739131,0.3571428571428571,0.0458452722063037,0.2222222222222222,49.72627344691103,40.6122637383124,55.16287357310847,27.721858329031143,43.16346112722384,True,False
724196,Danilho Doekhi,8149,1. FC Union Berlin,GER-Bundesliga,1.9,26.4,0.0,0.0,5.0,1.4,0.06,0.14,1.0,0.0,0.18,1.2,0.2,0.5,0.1,7.0,0.0,6.0,1.4,1.5,0.0,1980,22,Defender,0.7297297297297297,0.4444444444444444,0.0719696969696969,0.0,26.82267466873172,60.142465080594285,48.56310589112602,50.11070061091035,43.14283096327193,True,False
1187389,Kilian Fischer,8721,VfL Wolfsburg,GER-Bundesliga,1.9,30.6,0.0,0.0,3.5,1.0,0.04,0.01,1.3,0.0,0.04,0.7,0.0,0.3,0.0,6.55,0.0,12.0,0.2,2.5,0.4,2306,32,Defender,0.7111111111111111,0.2187499999999999,0.0620915032679738,0.3076923076923077,54.89373601789709,26.41498881431768,57.130872483221474,38.69686800894855,43.05983109852587,False,False
362694,Luke Shaw,10260,Manchester United,ENG-Premier League,1.9,45.8,1.0,0.0,2.1,1.4,0.06,0.02,1.3,1.0,0.0,1.1,0.1,0.2,0.1,6.89,0.0,15.0,0.2,2.1,0.2,2271,26,Defender,0.7111111111111111,0.34375,0.0414847161572052,0.1538461538461538,43.7139423076923,40.38461538461539,37.90264423076923,53.22716346153846,43.016396049133945,True,False
798029,Ladislav Krejci,8602,Wolverhampton Wanderers,ENG-Premier League,3.6,42.4,1.0,0.0,4.4,1.3,0.07,0.1,1.4,1.0,0.1,1.3,0.4,0.6,0.0,6.55,0.0,7.0,0.7,1.0,0.0,1799,21,Defender,0.6216216216216216,0.5652173913043479,0.0849056603773585,0.0,46.89964793781908,57.14077647278151,36.86015745998967,31.753974143865083,42.912747681301816,True,False
922877,Logan Costa,10205,Villarreal,ESP-La Liga,3.7,46.9,0.0,0.0,3.8,0.5,0.02,0.02,0.7,1.0,0.07,0.7,0.2,0.5,0.0,6.85,0.0,4.0,0.4,1.3,0.0,2585,32,Defender,0.7407407407407407,0.35,0.0788912579957356,0.0,42.751677852349,47.28747203579419,49.35123042505594,32.06375838926175,42.90420462408797,False,False
814663,Alejandro Catena,8371,Osasuna,ESP-La Liga,4.1,40.2,1.0,0.0,6.3,0.9,0.04,0.08,1.5,2.0,0.09,1.1,0.1,1.0,0.0,6.92,0.0,9.0,0.6,1.2,0.1,1935,22,Defender,0.6052631578947368,0.4782608695652174,0.1019900497512437,0.0666666666666666,45.99785607755407,43.66299726094189,53.83382091435783,28.42488025583663,42.8897182516556,True,False
362121,Edoardo Goldaniga,10171,Como,ITA-Serie A,2.2,45.2,0.0,0.0,3.5,0.4,0.01,0.07,1.6,0.0,0.04,1.2,0.2,0.4,0.1,6.65,0.0,4.0,0.4,1.2,0.1,2531,32,Defender,0.6,0.5,0.0486725663716814,0.0625,42.53914988814318,49.45749440715884,36.44854586129754,43.99328859060402,42.78504634740729,False,False
1532137,Pau Cubarsi,8634,Barcelona,ESP-La Liga,2.0,84.1,1.0,0.0,3.8,0.5,0.03,0.03,0.9,0.0,0.05,1.0,0.1,0.5,0.0,7.25,0.0,4.0,0.5,1.5,0.1,1746,20,Defender,0.7352941176470589,0.4,0.0237812128418549,0.1111111111111111,49.13808402168301,45.31652433602937,41.851033241553374,33.0546503040211,42.73293019643954,True,False
951765,Armel Bella-Kotchap,9876,Verona,ITA-Serie A,1.5,28.1,0.0,0.0,6.3,0.3,0.02,0.01,1.6,0.0,0.0,2.3,0.0,1.1,0.1,6.78,0.0,1.0,0.2,1.0,0.1,1119,15,Defender,0.6734693877551019,0.6969696969696969,0.0533807829181494,0.0625,24.55528846153846,63.41346153846154,53.37740384615385,45.114182692307686,42.68653053400336,True,False
