player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,line_breaking,high_line_defence,ball_carrying,pressing_aggression,composite_score,has_primary_season,is_manual_add
614006,Ruben Dias,8456,Manchester City,ENG-Premier League,1.8,69.1,0.0,0.0,4.9,0.5,0.02,0.03,0.6,0.0,0.1,1.0,0.2,0.8,0.1,7.23,0.0,3.0,0.4,0.4,0.0,1825,22,Defender,0.7,0.7142857142857143,0.0260492040520984,0.0,49.51892603109045,65.27946280043597,32.893515530889694,36.02585613491654,44.9496115638489,True,False
193901,Stefan Bell,9905,1. FSV Mainz 05,GER-Bundesliga,2.9,25.3,3.0,0.0,8.9,0.6,0.05,0.15,1.3,1.0,0.17,1.6,0.4,0.9,0.1,6.86,0.0,5.0,1.0,1.0,0.1,1041,18,Defender,0.6666666666666666,0.6153846153846154,0.1146245059288537,0.0769230769230769,56.58240657087134,81.00574341765616,20.71113333906958,39.86386271726037,44.88489560127912,True,False
488412,Clément Lenglet,9906,Atlético de Madrid,ESP-La Liga,4.6,54.2,2.0,0.0,4.7,0.7,0.03,0.11,1.3,1.0,0.09,1.0,0.2,0.8,0.0,7.13,0.0,5.0,0.5,1.2,0.1,1976,23,Defender,0.6285714285714287,0.4545454545454545,0.084870848708487,0.0769230769230769,76.63870246085011,58.59060402684563,24.12751677852349,31.314317673378078,44.8815848235383,False,False
359193,Lucas Vázquez,8633,Real Madrid,ESP-La Liga,1.3,51.8,8.0,0.0,1.3,3.9,0.16,0.06,1.2,5.0,0.04,0.7,0.1,0.2,0.1,7.06,0.0,33.0,0.6,2.4,0.8,2193,32,Defender,0.7209302325581395,0.2258064516129032,0.0250965250965251,0.6666666666666667,50.23489932885906,21.18568232662193,69.87695749440716,55.59284116331096,44.86416049957642,False,False
935550,Torbjørn Heggem,9857,Bologna,ITA-Serie A,4.0,44.0,0.0,0.0,4.4,0.1,0.01,0.05,1.4,0.0,0.0,0.9,0.1,0.3,0.0,6.65,0.0,3.0,0.5,1.3,0.4,1819,21,Defender,0.6111111111111112,0.409090909090909,0.0909090909090909,0.2857142857142857,76.55048076923077,42.13942307692307,49.74158653846153,19.11057692307692,44.85296848534503,True,False
604088,Thilo Kehrer,9829,Monaco,FRA-Ligue 1,2.7,53.2,0.0,0.0,3.1,0.2,0.02,0.1,1.2,0.0,0.0,1.4,0.1,1.0,0.0,6.81,0.0,3.0,0.9,2.2,0.1,1378,16,Defender,0.75,0.3888888888888888,0.0507518796992481,0.0833333333333333,60.6797004961854,57.275282510181846,21.66822620891413,51.68662701485689,44.77507449845758,True,False
708457,Léo Pétrot,10268,Elche,ESP-La Liga,1.5,46.8,1.0,0.0,4.1,0.2,0.02,0.04,0.9,0.0,0.0,0.8,0.0,0.8,0.1,6.71,0.0,2.0,0.5,2.5,0.2,928,21,Defender,0.7857142857142856,0.2424242424242424,0.032051282051282,0.2222222222222222,36.77283653846154,37.15144230769231,46.70072115384615,71.82692307692308,44.74457716025694,True,False
1187734,Flavien Boyomo,8371,Osasuna,ESP-La Liga,1.9,33.8,2.0,0.0,4.5,0.8,0.05,0.02,1.2,1.0,0.05,0.7,0.1,0.7,0.1,6.93,0.0,7.0,0.2,2.5,0.2,1645,20,Defender,0.7272727272727273,0.2187499999999999,0.0562130177514792,0.1666666666666666,44.873291673836974,38.66947742786669,39.45203600929272,61.31705135375438,44.56275803298932,True,False
787242,Evan N'Dicka,8686,Roma,ITA-Serie A,3.3,50.6,1.0,0.0,4.1,0.8,0.04,0.05,1.3,0.0,0.0,1.4,0.0,0.5,0.1,7.12,0.0,5.0,0.6,0.9,0.2,1746,20,Defender,0.638888888888889,0.6086956521739131,0.0652173913043478,0.1538461538461538,63.47191748408191,61.8698015258418,28.3903821057764,30.291159367291915,44.483623352689946,True,False
362195,Alessio Romagnoli,8543,Lazio,ITA-Serie A,1.8,60.0,0.0,0.0,4.3,0.3,0.02,0.05,0.7,0.0,0.0,1.2,0.1,0.7,0.1,6.87,0.0,3.0,0.3,1.1,0.1,1753,21,Defender,0.7666666666666666,0.5217391304347826,0.03,0.1428571428571428,44.31394481730052,62.40393578271096,31.76377954167384,44.538518900935,44.46264725335629,True,False
1010426,Keane Lewis-Potter,9937,Brentford,ENG-Premier League,0.8,17.0,3.0,0.0,1.5,1.0,0.08,0.16,0.9,1.0,0.25,0.6,0.5,0.1,0.3,6.62,0.0,10.0,1.5,1.2,0.5,1094,24,Defender,0.6666666666666666,0.3333333333333333,0.0470588235294117,0.5555555555555556,39.19990104973326,26.92497705501061,79.79526974703148,48.39162794699708,44.46032776134216,True,False
939780,Isak Hien,8524,Atalanta,ITA-Serie A,2.9,47.5,0.0,0.0,4.7,0.3,0.02,0.04,1.7,0.0,0.06,1.1,0.2,0.7,0.0,6.81,0.0,1.0,0.4,2.1,0.2,1518,20,Defender,0.6530612244897959,0.34375,0.0610526315789473,0.1176470588235294,58.24322047266679,45.03061722021453,29.348200969425804,48.71448008088108,44.39944839129311,True,False
671203,Mario Hermoso,8686,Roma,ITA-Serie A,2.8,51.5,0.0,0.0,3.3,0.4,0.03,0.04,1.9,0.0,0.07,1.6,0.2,0.2,0.3,7.1,0.0,8.0,0.6,1.4,0.2,1298,17,Defender,0.6122448979591836,0.5333333333333333,0.0543689320388349,0.1052631578947368,61.340144230769226,56.11778846153846,25.174278846153847,41.44831730769231,44.39552694759927,True,False
