player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,saves_per_match,clean_sheet_rate,shot_stopping,distribution,sweeper_command,composite_score,has_primary_season,nationality
990996,Inaki Pena,10268,Elche,ESP-La Liga,0.0,41.1,1.0,4.0,1.3,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,3.4,3.0,0.0,0.0,0.0,1440,16,Keeper,0.0,0.0,0.0,0.0,0.2125,0.25,72.05882352941177,65.34313725490196,73.8970588235294,69.81910687222843,True,Spain
145550,Kevin Trapp,6379,Paris FC,FRA-Ligue 1,0.0,29.8,0.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.79,2.1,0.0,0.0,0.0,0.0,990,11,Keeper,1.0,1.0,0.0,0.0,0.1909090909090909,0.3636363636363636,82.1078431372549,62.84313725490195,62.54901960784314,67.99620716201001,True,Germany
560939,Jean Butez,10171,Como,ITA-Serie A,0.0,29.4,0.0,12.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,2.7,1.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.108,0.48,64.13235294117646,61.69052287581699,80.02189542483659,67.4797061759683,True,France
151001,Péter Gulácsi,178475,RB Leipzig,GER-Bundesliga,0.0,26.9,0.0,9.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,2.4,0.0,0.0,0.0,0.0,1919,22,Keeper,0.0,0.0,0.0,0.0,0.109090909090909,0.4090909090909091,66.57516339869281,57.12581699346405,77.91650326797385,65.64708981146299,True,Hungary
999171,Álvaro Vallés,8603,Real Betis,ESP-La Liga,0.0,22.4,0.0,6.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,3.1,0.0,0.0,0.0,0.1,1440,16,Keeper,0.0,0.0,0.0,0.0,0.19375,0.375,84.80392156862746,50.78431372549019,71.17647058823529,65.54167718153276,True,Spain
1167220,Joan Garcia,8634,Barcelona,ESP-La Liga,0.0,25.2,0.0,9.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7.77,2.9,0.0,0.0,0.2,0.1,1620,18,Keeper,1.0,0.3333333333333333,0.0,0.0,0.1611111111111111,0.5,74.27287581699346,53.21699346405228,70.57385620915032,64.01214207813749,True,Spain
406501,Daniel Heuer Fernandes,9790,Hamburger SV,GER-Bundesliga,0.0,38.7,0.0,6.0,0.9,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,3.1,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1476190476190476,0.2857142857142857,61.02941176470589,65.04901960784314,59.68137254901961,62.18844507811647,True,Portugal
577912,Alex Meret,9875,Napoli,ITA-Serie A,0.0,28.0,0.0,16.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.8,0.0,0.0,0.0,0.0,3006,34,Keeper,0.0,0.0,0.0,0.0,0.0529411764705882,0.4705882352941176,58.0,62.65,65.275,61.97562174592857,False,Italy
534955,Aaron Escandell,8670,Real Oviedo,ESP-La Liga,0.0,23.3,0.0,6.0,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,4.5,1.0,0.0,0.0,0.0,2070,23,Keeper,0.0,0.0,0.0,0.0,0.1956521739130435,0.2608695652173913,71.56862745098039,51.81372549019608,68.1372549019608,61.97408512094519,True,Spain
926445,Finn Dahmen,8406,FC Augsburg,GER-Bundesliga,0.0,29.8,1.0,4.0,1.5,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,2.6,3.0,0.0,0.1,0.0,1980,22,Keeper,1.0,0.0,0.0,0.0,0.1181818181818181,0.1818181818181818,50.96732026143791,61.67875816993463,75.83022875816992,61.97185531965114,True,Germany
415137,Alberto Paleari,9804,Torino,ITA-Serie A,0.0,21.2,0.0,6.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,2.6,0.0,0.0,0.0,0.0,1440,16,Keeper,0.0,0.0,0.0,0.0,0.1625,0.375,77.94117647058823,48.13725490196077,68.97058823529412,61.961481644985234,True,Italy
602845,Emil Audero,7801,Cremonese,ITA-Serie A,0.0,23.6,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,4.5,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.2142857142857142,0.3333333333333333,83.08823529411765,52.40196078431372,56.42156862745098,61.52256340253108,True,Indonesia
695405,Hervé Koffi,8121,Angers,FRA-Ligue 1,0.0,20.4,0.0,8.0,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.36,3.8,0.0,0.0,0.1,0.0,1800,20,Keeper,0.5,0.0,0.0,0.0,0.19,0.4,85.5392156862745,46.225490196078425,60.3921568627451,60.24157965390464,True,Burkina Faso
1281100,Noah Atubolu,8358,Sport-Club Freiburg,GER-Bundesliga,0.0,25.7,1.0,5.0,1.2,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,3.0,2.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1363636363636363,0.2272727272727272,59.321895424836605,59.25522875816993,62.45571895424837,60.21807121387011,True,Germany
651910,Dominik Greif,9748,Lyon,FRA-Ligue 1,0.0,26.4,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.28,2.4,1.0,0.0,0.0,0.0,1620,18,Keeper,0.0,0.0,0.0,0.0,0.1333333333333333,0.5,64.69934640522875,55.14346405228758,62.80277777777778,60.15354711500389,True,Slovakia
319784,Alisson Becker,8650,Liverpool,ENG-Premier League,0.0,24.6,0.0,7.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,2.1,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1,0.3333333333333333,51.764705882352935,56.12875816993463,75.57140522875818,59.89513499333623,True,Brazil
556505,Robin Zentner,9905,1. FSV Mainz 05,GER-Bundesliga,0.0,18.9,1.0,9.0,1.9,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,3.2,3.0,0.0,0.1,0.0,2880,32,Keeper,1.0,0.0,0.0,0.0,0.1,0.28125,65.0,47.95,73.425,59.69564350533212,False,Germany
178732,Lukasz Skorupski,9857,Bologna,ITA-Serie A,0.0,29.4,0.0,3.0,1.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.77,1.7,0.0,0.0,0.0,0.0,1054,13,Keeper,0.0,0.0,0.0,0.0,0.1307692307692307,0.2307692307692307,46.33169934640523,62.39052287581699,72.37924836601307,59.66163345904296,True,Poland
784146,Moritz Nicolas,9788,Borussia Mönchengladbach,GER-Bundesliga,0.0,22.8,1.0,8.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,3.9,2.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1772727272727272,0.3636363636363636,75.85457516339869,55.73366013071895,50.93970588235294,59.50568925453467,True,Germany
317564,Kepa Arrizabalaga,8678,Bournemouth,ENG-Premier League,0.0,20.5,0.0,8.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.95,3.1,1.0,0.0,0.0,0.0,2790,31,Keeper,0.0,0.0,0.0,0.0,0.1,0.2580645161290322,61.75,52.0,66.75,59.010297895035535,False,Spain
303919,Jordan Pickford,8668,Everton,ENG-Premier League,0.0,23.5,0.0,9.0,1.4,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11,2.7,0.0,0.0,0.0,0.0,2340,26,Keeper,0.0,0.0,0.0,0.0,0.1038461538461538,0.3461538461538461,50.64542483660131,53.821895424836605,76.99117647058824,58.84071583799021,True,England
245555,Geronimo Rulli,8592,Marseille,FRA-Ligue 1,0.0,26.3,0.0,5.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.41,2.8,0.0,0.0,0.1,0.0,1620,18,Keeper,0.5,0.0,0.0,0.0,0.1555555555555555,0.2777777777777778,52.65032679738562,59.14934640522876,62.73513071895425,58.13712397520488,True,Argentina
330643,Mark Flekken,8178,Bayer 04 Leverkusen,GER-Bundesliga,0.0,25.5,1.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,3.5,1.0,0.0,0.0,0.1,1500,17,Keeper,0.0,0.0,0.0,0.0,0.2058823529411764,0.2352941176470588,63.665032679738566,59.259150326797375,50.98104575163399,57.87554315959161,True,Netherlands
195782,Marco Bizot,8521,Brest,FRA-Ligue 1,0.0,20.1,0.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,2.4,0.0,0.0,0.1,0.0,2880,32,Keeper,1.0,0.0,0.0,0.0,0.075,0.3125,53.25,51.1,73.875,57.78478368521588,False,Netherlands
1117310,Edoardo Corvi,10167,Parma,ITA-Serie A,0.0,22.4,0.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,2.6,0.0,0.0,0.0,0.0,1170,13,Keeper,0.0,0.0,0.0,0.0,0.2,0.3076923076923077,79.65686274509804,50.78431372549019,49.55882352941176,57.70256129630917,True,Italy
543021,Vanja Milinkovic-Savic,9875,Napoli,ITA-Serie A,0.0,28.2,1.0,7.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.09,1.7,2.0,0.0,0.0,0.0,1620,18,Keeper,0.0,0.0,0.0,0.0,0.0944444444444444,0.3888888888888889,50.80228758169935,60.35032679738561,61.45849673202614,57.62506271071226,True,Serbia
1013021,Marco Carnesecchi,8524,Atalanta,ITA-Serie A,0.0,21.4,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,3.2,0.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.128,0.4,66.63398692810458,48.11895424836601,62.84411764705882,57.479714434159874,True,Italy
554534,Alexander Nübel,10269,VfB Stuttgart,GER-Bundesliga,0.0,26.5,1.0,8.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.3,3.0,3.0,0.0,0.0,0.0,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1363636363636363,0.3636363636363636,54.06372549019608,58.839542483660125,58.963235294117645,57.40026496907435,True,Germany
815912,Berke Özer,8639,Lille,FRA-Ligue 1,0.0,26.3,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.14,2.6,2.0,0.0,0.1,0.0,1800,20,Keeper,1.0,0.0,0.0,0.0,0.13,0.3,55.3921568627451,57.549019607843135,59.09313725490196,57.34700861759606,True,Turkiye
1125720,Robin Roefs,8472,Sunderland,ENG-Premier League,0.0,24.9,1.0,8.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,3.1,4.0,0.0,0.0,0.0,2340,26,Keeper,0.0,0.0,0.0,0.0,0.1192307692307692,0.3076923076923077,51.47058823529412,55.63725490196079,66.39705882352942,57.313729509729626,True,Netherlands
41618,Yann Sommer,8636,Internazionale,ITA-Serie A,0.0,25.3,0.0,12.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,2.0,0.0,0.0,0.0,0.0,2070,23,Keeper,0.0,0.0,0.0,0.0,0.0869565217391304,0.5217391304347826,57.12745098039216,58.96307189542483,55.01911764705883,57.20573644353184,True,Switzerland
432435,Michael Zetterer,9810,Eintracht Frankfurt,GER-Bundesliga,0.0,26.6,0.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.1,0.0,0.0,0.0,0.0,990,11,Keeper,0.0,0.0,0.0,0.0,0.1909090909090909,0.2727272727272727,67.9656862745098,58.73562091503268,46.15408496732025,57.08349838841225,True,Germany
1319972,Mike Penders,9848,Strasbourg,FRA-Ligue 1,0.0,35.4,0.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,2.9,0.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1380952380952381,0.2857142857142857,57.1078431372549,64.75490196078431,47.74509803921568,56.91102719131512,True,Belgium
178778,Oliver Baumann,8226,TSG 1899 Hoffenheim,GER-Bundesliga,0.0,26.9,0.0,6.0,1.1,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,3.1,0.0,0.0,0.0,0.1,1980,22,Keeper,0.0,0.0,0.0,0.0,0.1409090909090909,0.2727272727272727,53.35130718954249,57.62581699346405,59.20424836601308,56.76703605680154,True,Germany
1352996,Mio Backhaus,8697,SV Werder Bremen,GER-Bundesliga,0.0,27.1,0.0,3.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,3.4,0.0,0.0,0.0,0.0,1800,20,Keeper,0.0,0.0,0.0,0.0,0.1699999999999999,0.15,48.77450980392157,60.049019607843135,59.92647058823529,56.38269785925506,True,Germany
789571,Robert Sánchez,8455,Chelsea,ENG-Premier League,0.0,26.8,2.0,9.0,0.7,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,7.29,2.7,5.0,0.0,0.0,0.0,2165,25,Keeper,0.0,0.0,0.0,0.0,0.108,0.36,54.26307189542485,57.18169934640523,56.97826797385621,56.22984792213184,True,Spain
364822,Ivan Provedel,8543,Lazio,ITA-Serie A,0.0,24.2,1.0,11.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,3.4,1.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.136,0.44,54.97875816993464,56.68856209150327,56.32369281045752,56.06140666322001,True,Italy
279714,Brice Samba,9851,Rennes,FRA-Ligue 1,0.0,27.1,0.0,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,3.0,2.0,0.0,0.0,0.0,1890,21,Keeper,0.0,0.0,0.0,0.0,0.1428571428571428,0.238095238095238,58.65359477124184,59.91601307189543,48.89558823529412,56.01269329407111,True,France
1075429,Jonathan Fischer,8550,Metz,FRA-Ligue 1,0.0,29.7,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,3.8,1.0,0.0,0.0,0.0,1903,22,Keeper,0.0,0.0,0.0,0.0,0.1727272727272727,0.1818181818181818,51.47058823529412,62.40196078431372,50.19607843137256,55.175715130860496,True,Denmark
466436,Mory Diaw,9746,Le Havre,FRA-Ligue 1,0.0,23.9,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,6.88,2.6,3.0,0.0,0.1,0.0,1575,18,Keeper,1.0,0.5,0.0,0.0,0.1444444444444444,0.2777777777777778,58.33333333333334,53.4313725490196,53.89705882352941,55.00005075604479,True,Senegal
268375,Emiliano Martinez,10252,Aston Villa,ENG-Premier League,0.0,28.0,0.0,6.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,3.0,0.0,0.0,0.0,0.0,1935,22,Keeper,0.0,0.0,0.0,0.0,0.1363636363636363,0.2727272727272727,48.37418300653595,61.254248366013066,54.08676470588236,54.97508129779623,True,Argentina
