player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,shot_accuracy,xg_per_shot,shooting_focus,central_finishing,box_presence,link_play,first_line_press,composite_score,has_primary_season
194165,Harry Kane,9823,Bayern München,GER-Bundesliga,3.0,22.5,17.0,0.0,1.3,4.2,0.16,1.03,1.0,5.0,1.3,0.3,2.5,0.2,0.5,8.09,0.0,39.0,4.5,0.7,1.2,2292,30,Attacker,0.5,0.3,0.13333333333333333,1.2,0.5555555555555556,0.2288888888888889,3.75,95.92365092365092,90.77434707434708,77.3934206934207,44.71291291291291,85.08817994774078,True
701154,Kylian Mbappé,8633,Real Madrid,ESP-La Liga,1.2,29.9,8.0,0.0,0.0,6.1,0.23,0.86,0.5,5.0,0.89,0.1,2.3,0.0,0.7,8.07,0.0,64.0,5.0,0.1,2.8,2424,29,Attacker,0.28571428571428575,0.5,0.04013377926421405,5.6,0.45999999999999996,0.172,1.7857142857142858,91.07904267904269,80.64923104923106,92.43044863044862,48.537728637728634,81.58248434135996,True
692984,Ousmane Dembélé,9847,Paris Saint-Germain,FRA-Ligue 1,2.6,53.1,9.0,0.0,0.3,4.5,0.39,0.57,0.3,7.0,0.87,0.0,1.6,0.0,0.9,7.47,0.0,41.0,3.9,0.5,2.1,1035,21,Attacker,0.625,0.0,0.04896421845574388,7.000000000000001,0.4102564102564103,0.14615384615384613,1.857142857142857,86.23336063336063,78.488078988079,95.92492492492494,64.83601783601783,81.57674727197184,True
696679,Raphinha,8634,Barcelona,ESP-La Liga,1.6,33.1,11.0,0.0,0.7,5.6,0.38,0.68,0.7,3.0,0.75,0.3,1.4,0.1,0.7,7.7,0.0,39.0,4.1,1.0,1.4,1325,21,Attacker,0.65,0.23076923076923075,0.04833836858006042,2.0,0.34146341463414637,0.1658536585365854,2.9285714285714284,82.04449904449905,80.92775502775503,93.05333515333514,71.36212576212576,81.48520386768334,True
1297165,Bradley Barcola,9847,Paris Saint-Germain,FRA-Ligue 1,0.6,31.3,11.0,0.0,0.3,4.5,0.24,0.56,1.0,1.0,0.53,0.6,1.5,0.1,1.2,7.36,0.0,38.0,3.5,1.6,1.9,1692,28,Attacker,0.6875,0.2727272727272727,0.019169329073482427,1.9,0.42857142857142855,0.16,1.842105263157895,84.43074893074892,76.56662116662118,89.55091455091456,80.65435435435434,81.29911800483634,True
881771,Ferran Torres,8634,Barcelona,ESP-La Liga,0.3,15.4,4.0,0.0,0.5,1.7,0.08,0.62,0.6,1.0,0.76,0.1,1.7,0.0,0.4,7.09,0.0,22.0,3.2,0.3,0.3,1893,32,Attacker,0.4,0.25,0.01948051948051948,0.5,0.53125,0.19374999999999998,10.666666666666668,91.88455728455727,90.483255983256,50.118527618527615,45.56098826098826,80.1278413236943,True
661519,Deniz Undav,10269,VfB Stuttgart,GER-Bundesliga,0.7,18.1,7.0,0.0,0.3,3.7,0.15,0.68,1.3,5.0,0.79,0.2,1.9,0.0,0.9,7.45,0.0,34.0,5.0,0.7,0.4,2157,28,Attacker,0.409090909090909,0.22222222222222227,0.03867403314917126,0.3076923076923077,0.38,0.136,12.5,79.7194012194012,90.26036036036037,69.69357539357539,54.661843661843655,79.59982968784684,True
940087,Gonçalo Ramos,9847,Paris Saint-Germain,FRA-Ligue 1,0.1,19.3,2.0,0.0,0.7,1.4,0.1,0.65,1.5,1.0,0.43,0.3,1.8,0.0,0.9,6.73,0.0,16.0,4.1,0.9,1.2,1246,29,Attacker,0.4444444444444444,0.25,0.0051813471502590676,0.7999999999999999,0.4390243902439025,0.1585365853658537,3.4166666666666665,86.57189917189918,89.4886340886341,42.92759122759123,62.85546455546456,79.20742334797433,True
690107,Alexander Isak,10261,Newcastle United,ENG-Premier League,0.5,16.5,11.0,0.0,0.6,3.6,0.12,0.66,0.9,6.0,0.75,0.1,1.5,0.1,0.6,7.4,0.0,42.0,3.2,0.4,1.4,2769,34,Attacker,0.35714285714285715,0.2,0.030303030303030304,1.5555555555555554,0.46875,0.20625,2.285714285714286,92.43636363636362,81.64545454545456,65.14545454545456,43.27272727272727,78.72628971072382,False
737066,Erling Haaland,8456,Manchester City,ENG-Premier League,0.1,7.5,8.0,0.0,1.2,2.3,0.07,0.79,0.7,8.0,0.82,0.2,1.8,0.0,0.4,7.67,0.0,24.0,3.9,0.5,0.5,2868,34,Attacker,0.5,0.28571428571428575,0.013333333333333334,0.7142857142857143,0.46153846153846156,0.20256410256410257,7.8,94.31812721812723,94.27273637273636,36.25324415324416,39.12169442169442,78.48180196676955,True
1197347,Nicolas Jackson,9823,Bayern München,GER-Bundesliga,0.2,23.2,4.0,0.0,0.4,1.6,0.14,0.63,1.4,1.0,0.63,0.4,1.8,0.0,0.8,6.96,0.0,18.0,3.3,0.7,1.0,997,22,Attacker,0.44000000000000006,0.36363636363636365,0.008620689655172414,0.7142857142857143,0.5454545454545455,0.19090909090909092,3.3,86.97306397306397,84.03441623441624,53.25500045500045,57.31955591955592,78.34352421574752,True
93447,Robert Lewandowski,8634,Barcelona,ESP-La Liga,0.3,14.1,4.0,0.0,1.1,1.1,0.07,0.82,0.7,2.0,0.79,0.2,1.7,0.0,0.7,6.92,0.0,13.0,3.6,0.3,0.5,1481,29,Attacker,0.4166666666666667,0.4,0.02127659574468085,0.7142857142857143,0.4722222222222222,0.22777777777777775,7.2,94.59232869232869,93.88393848393848,28.731813631813633,47.26466466466466,78.1032038132283,True
1314412,Rômulo,178475,RB Leipzig,GER-Bundesliga,0.4,17.0,6.0,0.0,1.2,2.9,0.12,0.59,0.8,4.0,0.37,0.4,1.1,0.2,0.8,7.09,0.0,25.0,2.6,1.2,0.5,2187,29,Attacker,0.6666666666666666,0.25,0.023529411764705882,0.625,0.4230769230769231,0.2269230769230769,5.2,82.01201201201201,78.08558558558559,58.67117117117117,76.15615615615616,77.19555831730915,True
690230,Lautaro Martínez,8636,Internazionale,ITA-Serie A,0.7,19.1,12.0,0.0,0.8,2.6,0.12,0.55,1.9,6.0,0.75,0.3,1.6,0.0,1.1,7.55,0.0,37.0,3.9,1.0,0.9,2049,28,Attacker,0.40625,0.23076923076923075,0.03664921465968586,0.4736842105263158,0.4102564102564103,0.14102564102564105,4.333333333333333,75.7108472108472,82.44707434707435,69.12401492401493,64.73497133497132,76.42054553610988,True
1408580,Joaquín Panichelli,9848,Strasbourg,FRA-Ligue 1,0.1,13.9,5.0,0.0,1.3,1.5,0.06,0.58,1.8,1.0,0.66,0.5,1.3,0.3,0.7,7.25,0.0,22.0,2.4,1.1,0.5,2195,27,Attacker,0.47058823529411764,0.3125,0.007194244604316547,0.2777777777777778,0.5416666666666667,0.24166666666666667,4.8,95.05255255255256,77.54504504504504,42.447447447447445,54.00900900900901,76.39042274359079,True
950473,Mason Greenwood,8592,Marseille,FRA-Ligue 1,2.8,37.6,12.0,0.0,0.1,5.5,0.21,0.54,0.8,6.0,0.61,0.2,1.8,0.0,0.4,7.58,0.0,55.0,4.2,0.5,1.9,2379,31,Attacker,0.4666666666666666,0.28571428571428575,0.07446808510638298,2.3749999999999996,0.42857142857142855,0.1285714285714286,2.210526315789474,79.31664391664391,77.41529711529711,93.1964327964328,49.207107107107106,76.10604581583863,True
637746,Odsonne Édouard,8588,Lens,FRA-Ligue 1,0.2,11.4,3.0,0.0,1.1,1.7,0.09,0.57,1.0,3.0,0.59,0.1,1.5,0.2,0.7,6.93,0.0,20.0,3.0,0.5,0.8,1818,29,Attacker,0.37499999999999994,0.16666666666666669,0.017543859649122806,0.8,0.5,0.18999999999999997,3.75,90.24774774774775,82.35735735735736,37.807807807807805,53.46846846846847,75.68737341351961,True
666857,Yoane Wissa,9937,Brentford,ENG-Premier League,0.5,13.7,3.0,0.0,0.6,1.8,0.06,0.57,1.0,4.0,0.58,0.2,1.3,0.2,0.6,7.27,0.0,28.0,2.8,0.7,0.5,2927,35,Attacker,0.47368421052631576,0.22222222222222227,0.03649635036496351,0.5,0.46428571428571436,0.20357142857142857,5.6,88.92727272727272,83.92727272727272,42.11818181818182,46.98181818181818,75.65108777917064,False
448540,Serhou Guirassy,9789,Borussia Dortmund,GER-Bundesliga,0.3,16.6,1.0,0.0,1.4,3.5,0.14,0.63,1.5,1.0,0.64,0.0,1.4,0.1,0.4,7.21,0.0,20.0,3.0,0.1,0.5,2265,32,Attacker,0.0625,0.0,0.018072289156626505,0.3333333333333333,0.4666666666666666,0.21,6.0,92.00705250705249,87.8992537992538,50.84559104559104,27.552379652379653,75.46816042082878,True
388523,André Silva,10268,Elche,ESP-La Liga,0.3,19.0,1.0,0.0,0.9,1.3,0.07,0.53,1.2,0.0,0.51,0.2,1.4,0.1,0.6,6.85,0.0,19.0,2.8,0.7,0.7,1772,29,Attacker,0.4285714285714286,0.22222222222222227,0.015789473684210527,0.5833333333333334,0.5,0.1892857142857143,4.0,86.93693693693695,80.51801801801801,47.66516516516516,47.11711711711712,74.67529474752291,True
860914,Luis Díaz,9823,Bayern München,GER-Bundesliga,1.5,40.5,14.0,0.0,0.1,7.1,0.27,0.55,1.3,13.0,0.57,0.5,1.3,0.1,1.0,7.74,0.0,62.0,3.2,0.8,2.3,2360,31,Attacker,0.5,0.3846153846153846,0.037037037037037035,1.769230769230769,0.40625,0.171875,1.3913043478260871,80.84561834561835,67.18240058240058,93.65376285376287,65.19981799981801,74.56619178735276,True
150565,Pierre-Emerick Aubameyang,8592,Marseille,FRA-Ligue 1,0.3,16.0,8.0,0.0,0.5,3.8,0.17,0.56,0.9,5.0,0.41,0.2,1.3,0.0,0.4,6.95,0.0,26.0,2.4,0.4,0.5,1956,29,Attacker,0.4000000000000001,0.3333333333333333,0.01875,0.5555555555555556,0.5416666666666667,0.23333333333333336,4.8,88.490990990991,77.3048048048048,61.509009009009006,34.587087087087085,73.5914720808473,True
540097,Patrik Schick,8178,Bayer 04 Leverkusen,GER-Bundesliga,0.3,15.4,5.0,0.0,0.9,2.8,0.13,0.76,0.9,3.0,0.76,0.1,1.5,0.0,0.3,7.26,0.0,14.0,3.2,0.3,0.5,1905,27,Attacker,0.3076923076923077,0.25,0.01948051948051948,0.5555555555555556,0.46875,0.2375,6.4,94.31375011375012,91.51931931931932,33.35983255983256,24.487542087542085,73.39255783972385,True
840241,Ermedin Demirovic,10269,VfB Stuttgart,GER-Bundesliga,0.1,11.3,4.0,0.0,0.7,2.0,0.13,0.47,2.2,3.0,0.76,0.1,1.3,0.1,0.8,7.14,0.0,17.0,2.5,0.8,0.4,1412,24,Attacker,0.2903225806451613,0.11111111111111112,0.008849557522123894,0.18181818181818182,0.52,0.188,6.25,90.33750113750114,83.24809354809355,33.75313495313495,41.13901173901174,73.24091224197035,True
982677,Folarin Balogun,9829,Monaco,FRA-Ligue 1,0.1,11.7,8.0,0.0,0.3,1.9,0.08,0.55,1.7,4.0,0.54,0.2,1.3,0.1,0.8,7.06,0.0,22.0,3.0,0.2,0.6,2169,29,Attacker,0.19047619047619047,0.5,0.008547008547008548,0.35294117647058826,0.43333333333333335,0.18333333333333335,5.0,85.24024024024024,82.84534534534535,40.22522522522522,43.97897897897898,73.17108143978209,True
844437,Amine Gouiri,8592,Marseille,FRA-Ligue 1,0.5,22.2,6.0,0.0,0.2,2.7,0.2,0.41,1.0,3.0,0.51,0.2,1.2,0.1,0.6,7.04,0.0,30.0,2.5,0.8,1.2,1238,21,Attacker,0.5,0.2,0.022522522522522525,1.2,0.48,0.16399999999999998,2.0833333333333335,80.19235599235598,70.48805168805168,75.02346892346891,54.77463827463828,72.8244239142795,True
442728,Tim Kleindienst,9788,Borussia Mönchengladbach,GER-Bundesliga,0.4,14.8,11.0,0.0,2.1,4.0,0.13,0.44,2.5,7.0,0.53,0.4,1.3,0.3,0.7,7.26,0.0,29.0,2.5,1.0,0.5,2741,31,Attacker,0.358974358974359,0.28571428571428575,0.02702702702702703,0.2,0.52,0.176,5.0,83.14545454545454,76.88181818181818,52.06363636363636,46.93636363636364,72.62217584027194,False
861197,Lukas Nmecha,8463,Leeds United,ENG-Premier League,0.5,11.1,1.0,0.0,1.0,1.0,0.09,0.64,1.5,1.0,0.57,0.3,1.5,0.1,0.6,6.39,0.0,7.0,2.7,1.0,0.3,953,29,Attacker,0.46428571428571436,0.23076923076923075,0.04504504504504505,0.19999999999999998,0.5555555555555555,0.23703703703703702,9.000000000000002,94.48948948948949,87.19969969969969,17.49249249249249,48.978978978978986,72.38449338164253,True
1029063,Michael Olise,9823,Bayern München,GER-Bundesliga,1.0,50.7,27.0,0.0,0.4,16.5,0.65,0.45,1.3,19.0,0.59,0.5,2.0,0.0,1.1,8.14,0.0,79.0,3.9,0.9,2.5,2288,31,Attacker,0.5185185185185185,0.35714285714285715,0.01972386587771203,1.923076923076923,0.5128205128205129,0.11538461538461539,1.56,71.28675948675948,67.1949312949313,99.8178087178087,74.85264355264356,72.35685341749729,True
184138,Antoine Griezmann,9906,Atlético de Madrid,ESP-La Liga,2.1,37.9,7.0,0.0,0.8,3.1,0.22,0.5,0.3,2.0,0.49,0.4,1.5,0.1,0.5,6.84,0.0,26.0,2.9,0.9,0.6,1288,32,Attacker,0.8125,0.3076923076923077,0.0554089709762533,2.0,0.5172413793103449,0.1724137931034483,4.833333333333333,73.60903630903631,71.24524524524524,84.85558285558285,60.786468286468285,72.29754334841098,True
1183148,Emanuel Emegha,9848,Strasbourg,FRA-Ligue 1,0.1,10.6,4.0,0.0,1.2,0.7,0.03,0.65,1.4,3.0,0.55,0.0,1.4,0.2,0.8,7.24,0.0,18.0,2.4,0.2,0.3,2302,27,Attacker,0.12500000000000003,0.0,0.009433962264150945,0.2142857142857143,0.5833333333333334,0.27083333333333337,8.0,93.96363636363635,83.18181818181819,21.863636363636363,46.63636363636363,72.11738942294826,False
947901,Jonathan Burkardt,9810,Eintracht Frankfurt,GER-Bundesliga,0.5,10.2,1.0,0.0,0.8,0.8,0.05,0.71,0.8,1.0,0.76,0.1,1.3,0.0,0.3,6.94,0.0,9.0,2.6,0.5,0.4,1310,21,Attacker,0.4285714285714286,0.16666666666666669,0.04901960784313726,0.5,0.5,0.27307692307692305,6.5,94.1962962962963,83.72429702429703,21.94154154154154,42.98876148876149,71.81519461228639,True
1613676,Saïd El Mala,8722,1. FC Köln,GER-Bundesliga,0.2,11.6,8.0,0.0,0.2,2.3,0.11,0.52,0.7,4.0,0.58,0.4,1.4,0.0,1.0,6.9,0.0,21.0,3.5,1.1,2.0,1877,33,Attacker,0.6818181818181818,0.26666666666666666,0.017241379310344827,2.857142857142857,0.39999999999999997,0.14857142857142858,1.75,77.82282282282281,72.80780780780782,42.05705705705706,81.88438438438439,71.61730440744884,True
974753,Julián Álvarez,9906,Atlético de Madrid,ESP-La Liga,1.2,27.2,10.0,0.0,0.2,5.1,0.24,0.36,0.7,4.0,0.38,0.1,1.2,0.0,0.7,7.11,0.0,47.0,2.6,1.0,1.2,1902,29,Attacker,0.6111111111111112,0.09090909090909091,0.04411764705882353,1.7142857142857144,0.4615384615384615,0.13846153846153844,2.166666666666667,74.34291564291564,67.6966420966421,87.90134680134679,61.01667121667122,71.39488374647284,True
1117069,Georges Mikautadze,10205,Villarreal,ESP-La Liga,0.6,12.6,7.0,0.0,0.3,2.5,0.11,0.46,0.6,6.0,0.53,0.2,1.3,0.0,0.4,7.09,0.0,26.0,2.8,0.3,1.4,2028,31,Attacker,0.45454545454545453,0.4,0.047619047619047616,2.3333333333333335,0.46428571428571436,0.1642857142857143,2.0,83.1102375102375,74.76956046956046,52.8932568932569,43.59735189735189,71.39006583936187,True
174472,Iago Aspas,9910,Celta de Vigo,ESP-La Liga,3.0,40.3,8.0,0.0,0.2,3.8,0.33,0.39,0.3,3.0,0.44,1.0,1.0,0.0,0.8,6.82,0.0,30.0,2.4,1.1,1.0,1033,30,Attacker,0.8750000000000001,0.47619047619047616,0.07444168734491316,3.3333333333333335,0.4166666666666667,0.1625,2.4,74.37150787150787,65.58707798707799,86.97384657384657,69.68704158704158,71.37465440869447,True
688295,Christian Pulisic,8564,Milan,ITA-Serie A,0.4,32.0,9.0,0.0,0.6,4.1,0.24,0.44,0.6,3.0,0.46,0.2,1.4,0.1,0.7,7.12,0.0,37.0,2.9,0.8,1.6,1552,28,Attacker,0.625,0.2,0.0125,2.666666666666667,0.48275862068965514,0.15172413793103448,1.8124999999999998,76.94495404495405,63.8994266994267,89.86191646191645,63.52203112203113,71.1739137652956,True
939569,Jonathan David,9885,Juventus,ITA-Serie A,0.3,20.9,5.0,0.0,0.3,1.7,0.09,0.45,1.5,4.0,0.31,0.3,0.8,0.0,0.8,6.74,0.0,33.0,2.1,0.9,0.3,1754,34,Attacker,0.4444444444444444,0.25,0.014354066985645933,0.19999999999999998,0.38095238095238093,0.21428571428571427,7.000000000000001,77.00073710073711,69.62328692328693,68.3964691964692,58.5945308945309,71.11952354533106,True
621562,Marcus Thuram,8636,Internazionale,ITA-Serie A,0.2,17.1,7.0,0.0,0.5,2.6,0.12,0.44,2.0,6.0,0.61,0.0,1.4,0.1,0.7,7.28,0.0,29.0,3.5,1.1,0.8,1913,29,Attacker,0.3548387096774194,0.0,0.011695906432748537,0.4,0.39999999999999997,0.12571428571428572,4.375,72.67104377104378,75.1874783874784,63.866930566930556,52.00129220129221,70.32856971268316,True
113836,Danny Welbeck,10204,Brighton and Hove Albion,ENG-Premier League,0.2,15.3,4.0,0.0,1.2,1.4,0.06,0.51,1.1,1.0,0.55,0.4,1.1,0.0,0.6,6.83,0.0,20.0,2.3,1.0,0.5,2139,35,Attacker,0.5599999999999999,0.28571428571428575,0.013071895424836602,0.45454545454545453,0.47826086956521746,0.22173913043478263,4.6,82.55964145964147,70.56749476749475,42.08050778050778,57.76887796887797,69.94013875884495,True
1392779,Etta Eyong,8581,Levante,ESP-La Liga,0.4,10.3,4.0,0.0,1.0,1.6,0.09,0.47,1.7,4.0,0.38,0.3,1.3,0.1,1.0,6.69,0.0,14.0,2.6,1.5,0.5,1663,31,Attacker,0.5142857142857143,0.16666666666666666,0.038834951456310676,0.29411764705882354,0.5,0.18076923076923077,5.2,78.92642642642643,78.49099099099098,25.84084084084084,72.83033033033034,69.86807742610236,True
678234,Mikel Oyarzabal,8560,Real Sociedad,ESP-La Liga,0.6,19.7,12.0,0.0,0.9,3.3,0.11,0.51,0.9,3.0,0.51,0.1,1.2,0.1,0.7,7.31,0.0,41.0,2.6,0.9,1.1,2668,32,Attacker,0.5263157894736842,0.1,0.030456852791878174,1.2222222222222223,0.4615384615384615,0.19615384615384615,2.3636363636363633,81.7096005096005,65.02607152607153,58.10594230594231,59.623523523523524,69.84061587465659,True
1037539,Pavel Sulc,9748,Lyon,FRA-Ligue 1,0.4,15.8,5.0,0.0,0.7,1.8,0.11,0.53,1.7,3.0,0.67,0.4,1.0,0.0,0.5,7.08,0.0,19.0,2.6,1.5,0.9,1478,26,Attacker,0.5277777777777778,0.2105263157894737,0.02531645569620253,0.5294117647058824,0.3846153846153846,0.20384615384615384,2.888888888888889,84.93243243243244,69.1066066066066,46.24624624624625,48.370870870870874,69.56700259675401,True
1210893,Igor Matanovic,8358,Sport-Club Freiburg,GER-Bundesliga,0.4,11.3,2.0,0.0,2.1,0.8,0.05,0.56,2.5,1.0,0.61,0.5,1.2,0.1,0.5,6.74,0.0,17.0,3.1,1.4,0.6,1475,30,Attacker,0.43181818181818177,0.2631578947368421,0.035398230088495575,0.24,0.3870967741935484,0.1806451612903226,5.166666666666667,83.42342342342342,82.40990990990991,27.327327327327325,42.1996996996997,69.35817079515125,True
846033,Vinícius Júnior,8633,Real Madrid,ESP-La Liga,1.2,30.2,6.0,0.0,0.0,5.2,0.17,0.44,1.2,5.0,0.49,0.1,1.5,0.0,0.8,7.65,0.0,68.0,3.2,0.9,2.8,2748,35,Attacker,0.45454545454545453,0.1,0.039735099337748346,2.3333333333333335,0.46875,0.13749999999999998,1.142857142857143,71.78461188461188,63.91040131040131,91.8967330967331,62.12637182637183,69.23070702719667,True
833638,Nikola Krstovic,8524,Atalanta,ITA-Serie A,0.5,18.8,5.0,0.0,0.8,2.1,0.11,0.73,2.3,5.0,0.53,0.2,1.8,0.2,1.2,7.04,0.0,20.0,5.1,0.7,0.8,1696,32,Attacker,0.28125,0.22222222222222227,0.026595744680851064,0.3478260869565218,0.35294117647058826,0.1431372549019608,6.374999999999999,66.28288288288287,84.75636545636546,49.66426426426427,51.07359177359177,69.22349562144672,True
704523,Christopher Nkunku,8564,Milan,ITA-Serie A,0.6,20.5,3.0,0.0,0.5,1.2,0.09,0.61,0.7,3.0,0.44,0.1,1.0,0.0,0.6,6.76,0.0,14.0,1.9,0.4,0.6,1214,30,Attacker,0.4166666666666667,0.2,0.029268292682926828,0.8571428571428572,0.5263157894736842,0.32105263157894737,3.1666666666666665,85.54585494585494,65.45972335972336,45.916762216762216,53.533952133952134,68.91746762838766,True
246438,Gerard Moreno,10205,Villarreal,ESP-La Liga,2.4,29.5,4.0,0.0,1.2,2.2,0.15,0.43,1.0,0.0,0.68,0.3,1.1,0.1,0.4,7.18,0.0,22.0,2.7,1.0,1.2,1323,21,Attacker,0.5652173913043479,0.23076923076923075,0.08135593220338982,1.2,0.40740740740740744,0.15925925925925924,2.2500000000000004,78.02552552552552,67.01951951951952,71.09609609609609,45.0,68.84636765463168,True
1302005,Igor Thiago,9937,Brentford,ENG-Premier League,0.3,12.0,6.0,0.0,1.7,1.8,0.05,0.59,2.0,1.0,0.64,0.3,1.2,0.2,0.4,7.19,0.0,23.0,2.3,1.0,0.8,3104,36,Attacker,0.393939393939394,0.23076923076923075,0.024999999999999998,0.4,0.5217391304347826,0.2565217391304348,2.8749999999999996,95.27027027027026,69.64714714714714,38.31831831831831,32.12462462462462,68.8285692437516,True
772193,Ragnar Ache,8722,1. FC Köln,GER-Bundesliga,0.2,9.7,6.0,0.0,2.0,1.0,0.05,0.54,0.9,4.0,0.37,0.2,1.1,0.2,0.4,6.89,0.0,28.0,2.7,0.7,0.5,1725,29,Attacker,0.5,0.22222222222222227,0.02061855670103093,0.5555555555555556,0.40740740740740744,0.2,5.4,78.38588588588588,78.73873873873875,39.632132132132135,40.172672672672675,68.60698689320373,True
440330,Alexander Sørloth,9906,Atlético de Madrid,ESP-La Liga,0.2,13.3,2.0,0.0,1.1,0.9,0.04,0.47,1.3,0.0,0.61,0.0,1.6,0.1,0.3,6.82,0.0,10.0,3.1,0.6,0.5,1907,33,Attacker,0.3157894736842105,0.0,0.015037593984962405,0.3846153846153846,0.5161290322580645,0.15161290322580645,6.2,87.57241787241787,88.12312312312314,19.174984074984074,31.554800254800256,68.10248091290903,True
540088,Ollie Watkins,10252,Aston Villa,ENG-Premier League,0.1,10.8,4.0,0.0,0.5,1.3,0.04,0.46,1.1,3.0,0.46,0.2,1.2,0.0,0.5,6.91,0.0,23.0,2.6,0.7,0.8,2762,36,Attacker,0.44999999999999996,0.22222222222222227,0.009259259259259259,0.7272727272727273,0.4615384615384615,0.17692307692307693,3.25,81.87735917735917,76.89428519428519,34.94831194831195,37.341332241332246,67.79298511557347,True
1366602,Dzenan Pejcinovic,8721,VfL Wolfsburg,GER-Bundesliga,0.7,15.7,2.0,0.0,0.9,0.5,0.03,0.48,1.3,0.0,0.46,0.1,1.3,0.2,0.6,6.64,0.0,11.0,3.0,0.7,0.3,1365,29,Attacker,0.38095238095238093,0.12500000000000003,0.044585987261146494,0.23076923076923075,0.43333333333333335,0.16,10.0,77.57507507507506,83.94144144144144,24.406906906906904,45.61561561561561,67.63041920271002,True
1197030,Hugo Ekitiké,8650,Liverpool,ENG-Premier League,0.1,15.3,3.0,0.0,1.3,2.7,0.13,0.49,1.7,4.0,0.55,0.1,0.9,0.1,0.7,7.08,0.0,21.0,3.2,0.5,1.9,1810,28,Attacker,0.2608695652173913,0.16666666666666669,0.006535947712418301,1.1176470588235294,0.28125,0.15312499999999998,1.6842105263157896,75.64642824642824,69.91705341705342,57.36968786968787,44.00921830921831,67.54158248145274,True
1705081,Christian Kofane,8178,Bayer 04 Leverkusen,GER-Bundesliga,0.0,12.2,3.0,0.0,1.2,1.1,0.08,0.5,2.2,4.0,0.36,0.1,1.4,0.1,0.7,6.81,0.0,17.0,3.4,0.9,0.5,1235,29,Attacker,0.3125,0.1,0.0,0.22727272727272727,0.4117647058823529,0.14705882352941177,6.8,69.85735735735736,85.34534534534534,32.52252252252252,46.98198198198198,67.38579443669539,True
1302715,Martial Godo,9848,Strasbourg,FRA-Ligue 1,0.4,20.9,1.0,0.0,0.5,2.3,0.14,0.46,0.9,1.0,0.48,0.8,0.9,0.1,1.3,7.11,0.0,21.0,2.3,1.0,1.3,1497,27,Attacker,0.6666666666666666,0.4444444444444445,0.019138755980861247,1.4444444444444444,0.391304347826087,0.2,1.769230769230769,78.92642642642643,56.351351351351354,61.71171171171171,79.45195195195195,67.34384771439105,True
612150,Dominic Calvert-Lewin,8463,Leeds United,ENG-Premier League,0.1,8.6,2.0,0.0,1.2,1.1,0.04,0.54,1.5,1.0,0.46,0.1,1.1,0.3,0.6,6.83,0.0,18.0,2.5,0.4,0.2,2567,33,Attacker,0.25,0.2,0.011627906976744188,0.13333333333333333,0.44000000000000006,0.21600000000000003,12.5,85.43543543543544,79.65465465465465,24.0990990990991,36.951951951951955,67.31370540265199,True
1021382,João Pedro,8455,Chelsea,ENG-Premier League,0.4,17.9,6.0,0.0,0.9,2.0,0.07,0.5,1.3,5.0,0.52,0.2,1.0,0.2,0.6,7.19,0.0,29.0,2.5,0.9,1.3,2584,34,Attacker,0.4583333333333333,0.18181818181818182,0.022346368715083803,1.0,0.4,0.2,1.923076923076923,80.37371917371917,60.30683410683412,61.34672854672854,54.52881062881064,67.0863218500805,True
609505,Borja Iglesias,9910,Celta de Vigo,ESP-La Liga,0.9,16.3,3.0,0.0,0.8,1.6,0.08,0.53,1.7,2.0,0.71,0.1,1.3,0.3,0.4,6.81,0.0,17.0,2.3,0.4,0.6,1769,33,Attacker,0.22727272727272727,0.2,0.05521472392638037,0.35294117647058826,0.5652173913043479,0.23043478260869568,3.833333333333333,91.68516698516699,72.6095914095914,37.7950950950951,23.718281918281917,66.76811204988051,True
1230848,Bamba Dieng,8689,Lorient,FRA-Ligue 1,0.1,10.7,2.0,0.0,1.1,0.2,0.01,0.62,1.2,1.0,0.79,0.2,1.8,0.1,0.2,6.9,0.0,11.0,3.5,0.6,0.5,1139,21,Attacker,0.4,0.25,0.009345794392523366,0.4166666666666667,0.5142857142857143,0.17714285714285713,7.0,92.34234234234235,91.34384384384384,13.911411411411411,24.617117117117118,66.6642360433751,True
1280225,Estéban Lepaul,9851,Rennes,FRA-Ligue 1,0.5,13.5,3.0,0.0,0.6,1.2,0.04,0.52,0.8,5.0,0.69,0.1,1.3,0.0,0.6,7.24,0.0,22.0,2.8,0.2,0.3,2612,33,Attacker,0.27272727272727276,0.3333333333333333,0.037037037037037035,0.37499999999999994,0.46428571428571436,0.18571428571428572,9.333333333333334,78.76870506870506,76.99898989898989,32.64396214396214,39.1015652015652,66.64003159604232,True
706297,Jean-Philippe Mateta,9826,Crystal Palace,ENG-Premier League,0.5,8.1,2.0,0.0,1.9,1.3,0.05,0.58,0.8,0.0,0.45,0.2,1.3,0.2,0.5,6.7,0.0,9.0,2.6,0.4,0.6,2180,30,Attacker,0.4285714285714286,0.3333333333333333,0.0617283950617284,0.7499999999999999,0.5,0.22307692307692306,4.333333333333334,86.35194285194285,76.08149058149058,20.14885794885795,45.752780052780054,66.6019956825024,True
