player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,shot_accuracy,xg_per_shot,shooting_focus,central_finishing,box_presence,link_play,first_line_press,composite_score,has_primary_season
1202525,Bryan Zaragoza,9910,Celta de Vigo,ESP-La Liga,1.0,20.5,4.0,0.0,0.4,2.9,0.23,0.16,0.6,1.0,0.08,0.2,1.0,0.0,0.6,6.85,0.0,18.0,2.1,0.8,2.1,1135,19,Attacker,0.625,0.2,0.04878048780487805,3.5000000000000004,0.47619047619047616,0.07619047619047618,1.0,21.533833833833835,30.825834925834922,61.872863772863774,47.4997542997543,29.89741504201541,True
1400227,Yankuba Minteh,10204,Brighton and Hove Albion,ENG-Premier League,0.6,16.1,11.0,0.0,0.6,4.7,0.19,0.15,1.2,4.0,0.12,0.6,0.4,0.0,0.7,7.12,0.0,42.0,1.6,2.1,2.5,2264,32,Attacker,0.6923076923076923,0.2222222222222222,0.03726708074534161,2.0833333333333335,0.25,0.09374999999999999,0.64,28.18098098098098,20.13029393029393,68.41238511238511,73.96085176085177,29.643955511059872,True
356406,John McGinn,10252,Aston Villa,ENG-Premier League,1.7,25.8,7.0,0.0,0.6,4.0,0.17,0.12,1.3,4.0,0.21,0.5,0.5,0.2,0.9,7.0,0.0,41.0,1.1,1.2,0.8,2153,29,Attacker,0.5666666666666667,0.29411764705882354,0.06589147286821705,0.6153846153846154,0.45454545454545453,0.10909090909090907,1.375,28.527755027755024,19.91911001911002,80.77265447265448,58.57175357175357,29.46525940993807,True
1284430,Fran Pérez,8370,Rayo Vallecano,ESP-La Liga,0.4,18.2,3.0,0.0,0.3,1.2,0.09,0.12,1.3,1.0,0.15,0.1,0.6,0.1,1.0,6.48,0.0,13.0,1.2,1.0,1.0,1217,28,Attacker,0.4583333333333333,0.09090909090909091,0.02197802197802198,0.7692307692307692,0.5,0.1,1.2,31.411411411411414,20.082582582582585,39.48198198198198,70.50300300300302,29.135566126753318,True
1368654,Chemsdine Talbi,8472,Sunderland,ENG-Premier League,0.8,19.0,0.0,0.0,1.0,1.2,0.07,0.13,0.3,1.0,0.24,0.1,0.6,0.1,0.2,6.56,0.0,12.0,1.5,0.6,0.9,1531,27,Attacker,0.7,0.14285714285714288,0.042105263157894736,3.0,0.39999999999999997,0.08666666666666667,1.6666666666666665,30.9984984984985,24.286786786786788,36.51651651651652,35.61561561561562,28.979925653701205,True
1078113,Walid Cheddira,9888,Lecce,ITA-Serie A,0.1,11.0,0.0,0.0,0.3,0.8,0.06,0.21,2.1,1.0,0.17,0.1,0.7,0.2,0.3,6.26,0.0,10.0,2.3,0.3,0.7,1051,31,Attacker,0.16,0.25,0.009090909090909092,0.3333333333333333,0.30434782608695654,0.09130434782608696,3.2857142857142856,26.756756756756754,44.93243243243243,16.486486486486488,12.01951951951952,28.953354111725588,True
1283034,Loum Tchaouna,8191,Burnley,ENG-Premier League,1.0,18.2,1.0,0.0,0.8,0.9,0.07,0.1,0.7,0.0,0.16,0.2,0.7,0.1,0.5,6.32,0.0,10.0,1.7,1.5,0.6,1113,27,Attacker,0.7083333333333334,0.11764705882352942,0.054945054945054944,0.8571428571428572,0.4117647058823529,0.05882352941176471,2.8333333333333335,20.893393393393392,32.169669669669666,31.95195195195195,63.46096096096096,28.952271120837974,True
1347791,Yassin Belkhdim,8121,Angers,FRA-Ligue 1,0.9,25.5,4.0,0.0,1.0,1.3,0.05,0.1,1.2,2.0,0.08,1.5,0.6,0.3,0.3,6.94,0.0,15.0,1.4,2.5,0.2,2149,27,Attacker,0.7692307692307692,0.375,0.03529411764705882,0.16666666666666669,0.4285714285714286,0.07142857142857144,6.999999999999999,20.71656201656202,32.954272454272456,40.797251797251796,45.16246246246246,28.8557666451238,True
942368,Jérémy Doku,8456,Manchester City,ENG-Premier League,0.7,32.9,13.0,0.0,0.1,6.1,0.32,0.14,1.2,5.0,0.27,0.7,0.7,0.0,1.1,7.39,0.0,57.0,1.9,1.2,4.4,1695,28,Attacker,0.6129032258064516,0.3684210526315789,0.02127659574468085,3.666666666666667,0.3684210526315789,0.0736842105263158,0.43181818181818177,24.43508053508053,19.704968604968606,91.34540904540904,79.24212394212394,28.773990245745356,True
1624586,Bazoumana Touré,8226,TSG 1899 Hoffenheim,GER-Bundesliga,0.9,19.4,11.0,0.0,0.8,5.6,0.22,0.16,1.8,9.0,0.2,0.2,0.5,0.1,0.8,7.22,0.0,44.0,1.8,1.3,1.7,2249,29,Attacker,0.4545454545454546,0.13333333333333333,0.04639175257731959,0.9444444444444444,0.2777777777777778,0.08888888888888889,1.0588235294117647,23.79129129129129,21.854354354354356,81.2987987987988,62.86036036036036,28.65685310563702,True
1393672,Jean-Mattéo Bahoya,9810,Eintracht Frankfurt,GER-Bundesliga,0.4,24.3,6.0,0.0,0.9,3.3,0.22,0.14,0.9,4.0,0.21,0.9,0.5,0.1,0.3,6.99,0.0,31.0,1.9,2.1,2.8,1312,26,Attacker,0.7692307692307693,0.3,0.01646090534979424,3.1111111111111107,0.2631578947368421,0.0736842105263158,0.6785714285714286,27.08296478296478,20.33140413140413,73.25743015743016,55.44211484211484,28.655934642750122,True
620026,Hee-Chan Hwang,8602,Wolverhampton Wanderers,ENG-Premier League,0.8,17.7,1.0,0.0,1.1,0.9,0.07,0.16,1.9,1.0,0.14,0.6,0.4,0.0,0.3,6.32,0.0,10.0,1.2,0.6,0.6,1283,24,Attacker,0.38709677419354843,0.5,0.04519774011299436,0.3157894736842105,0.33333333333333337,0.13333333333333333,2.0,31.253753753753752,27.785285285285283,31.05855855855856,18.896396396396398,28.336280778433196,True
843040,Pedro Neto,8455,Chelsea,ENG-Premier League,1.0,28.1,11.0,0.0,0.5,6.7,0.24,0.16,0.5,4.0,0.18,0.2,0.4,0.0,0.5,7.0,0.0,49.0,1.6,0.6,1.6,2489,32,Attacker,0.6153846153846154,0.25,0.03558718861209964,3.2,0.25,0.09999999999999999,1.0,21.095531895531895,24.121002821002822,89.19091819091818,53.29030849030849,28.205332429373588,True
1296413,Henrik Meister,6479,Pisa,ITA-Serie A,0.1,6.0,1.0,0.0,0.4,0.1,0.01,0.22,1.6,0.0,0.12,0.0,0.5,0.0,0.4,6.12,0.0,5.0,1.2,0.3,0.8,1482,27,Attacker,0.15789473684210525,0.0,0.016666666666666666,0.5,0.4166666666666667,0.18333333333333335,1.4999999999999998,46.47897897897898,30.57807807807808,3.333333333333333,22.034534534534533,28.032702520891817,True
1690093,Jan Virgili,8661,Mallorca,ESP-La Liga,0.3,15.1,7.0,0.0,0.5,2.3,0.12,0.12,1.1,4.0,0.1,0.4,0.8,0.1,0.7,6.63,0.0,29.0,1.7,0.8,2.4,1739,29,Attacker,0.5217391304347826,0.3333333333333333,0.019867549668874173,2.1818181818181817,0.4705882352941177,0.07058823529411765,0.7083333333333334,23.46096096096096,22.755255255255253,58.39339339339338,57.31981981981983,27.76117580478816,True
1341387,Wilson Odobert,8586,Tottenham Hotspur,ENG-Premier League,0.6,25.3,2.0,0.0,1.2,1.2,0.11,0.17,0.2,2.0,0.0,0.1,0.7,0.0,0.6,6.56,0.0,20.0,2.0,0.9,2.2,980,24,Attacker,0.8333333333333334,0.1,0.023715415019762844,11.0,0.35,0.085,0.9090909090909091,18.37837837837838,27.207207207207205,61.674174174174176,62.37987987987988,27.422765432492938,True
1200941,Abderrahman Rebbach,9866,Alavés,ESP-La Liga,1.3,21.9,8.0,0.0,1.4,2.7,0.18,0.15,2.3,3.0,0.07,1.0,0.7,0.0,0.3,6.62,0.0,27.0,2.2,2.5,1.0,1357,28,Attacker,0.603448275862069,0.2857142857142857,0.05936073059360731,0.4347826086956522,0.3181818181818181,0.06818181818181818,2.2,14.189189189189188,36.71921921921921,72.57507507507508,37.35735735735736,26.918866644553507,True
846383,Callum Hudson-Odoi,10203,Nottingham Forest,ENG-Premier League,1.2,28.6,5.0,0.0,0.7,3.0,0.15,0.14,0.6,4.0,0.15,0.4,0.5,0.1,0.4,6.85,0.0,44.0,1.5,0.7,1.5,1844,30,Attacker,0.6470588235294118,0.36363636363636365,0.04195804195804195,2.5,0.3333333333333333,0.09333333333333334,1.0,24.41071981071981,18.487023387023388,84.28233688233688,49.512639912639905,26.535317947160895,True
1022649,Dan Ndoye,10203,Nottingham Forest,ENG-Premier League,0.5,16.9,2.0,0.0,0.9,1.5,0.12,0.08,1.2,1.0,0.08,0.8,0.3,0.2,0.3,6.55,0.0,14.0,1.1,1.8,1.0,1176,24,Attacker,0.6842105263157895,0.3076923076923077,0.02958579881656805,0.8333333333333334,0.2727272727272727,0.07272727272727272,1.1,24.554609154609153,21.72467922467922,47.56088816088815,44.6132951132951,26.5158763448388,True
891743,Mohammed Kudus,8586,Tottenham Hotspur,ENG-Premier League,1.1,22.1,3.0,0.0,0.3,2.4,0.14,0.11,1.3,5.0,0.12,0.2,0.5,0.0,0.7,6.99,0.0,23.0,1.5,1.7,3.0,1545,19,Attacker,0.5937499999999999,0.10526315789473685,0.0497737556561086,2.3076923076923075,0.3333333333333333,0.07333333333333333,0.5,20.385849485849487,21.899927199927202,65.6971698971699,63.92365092365093,26.438049846859904,True
1169596,Raúl Moro,10281,Real Valladolid,ESP-La Liga,1.5,17.1,8.0,0.0,0.7,5.5,0.21,0.16,0.2,5.0,0.15,0.4,0.6,0.0,0.3,6.94,0.0,44.0,1.8,0.8,2.2,2346,33,Attacker,0.8571428571428572,0.3333333333333333,0.08771929824561403,11.0,0.3333333333333333,0.08888888888888889,0.8181818181818181,22.136363636363637,21.790909090909093,72.31818181818183,42.18181818181819,26.411309294422583,False
1402900,Samuel Mbangula,8697,SV Werder Bremen,GER-Bundesliga,0.7,32.0,2.0,0.0,0.2,1.8,0.14,0.13,0.3,2.0,0.23,0.3,0.5,0.1,0.4,6.82,0.0,14.0,1.3,1.3,2.3,1150,25,Attacker,0.8421052631578947,0.18749999999999997,0.021875,7.666666666666666,0.3846153846153846,0.1,0.5652173913043479,31.343843843843842,14.872372372372372,57.74774774774775,57.687687687687685,26.28299306640069,True
823658,Valentín Castellanos,8654,West Ham United,ENG-Premier League,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1243,16,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.616853216853215,29.749886249886256,21.475111475111476,27.58023478023478,26.05771168524583,True
1044029,Nicolò Cambiaghi,9857,Bologna,ITA-Serie A,0.6,19.6,5.0,0.0,0.3,2.4,0.14,0.13,1.9,4.0,0.18,0.5,0.4,0.0,0.9,6.72,0.0,18.0,1.4,1.8,0.9,1520,28,Attacker,0.5476190476190477,0.2173913043478261,0.03061224489795918,0.4736842105263158,0.28571428571428575,0.09285714285714286,1.5555555555555554,22.349849849849846,19.436936936936938,54.62462462462462,70.72072072072072,25.93310321246363,True
501543,Franck Honorat,9788,Borussia Mönchengladbach,GER-Bundesliga,0.4,19.4,10.0,0.0,1.1,6.7,0.31,0.04,0.5,6.0,0.09,0.3,0.2,0.2,0.4,6.89,0.0,45.0,0.8,1.0,0.8,1964,27,Attacker,0.7222222222222222,0.23076923076923075,0.02061855670103093,1.6,0.25,0.049999999999999996,1.0,21.11146601146601,19.584375284375284,83.52089362089362,53.41359541359541,25.79383637441415,True
384413,Rubén Garcia,8371,Osasuna,ESP-La Liga,1.8,26.2,7.0,0.0,0.9,4.6,0.19,0.08,1.4,5.0,0.08,0.7,0.4,0.1,0.8,6.85,0.0,40.0,1.1,2.1,0.7,2155,33,Attacker,0.6666666666666667,0.25,0.06870229007633588,0.5,0.36363636363636365,0.07272727272727272,1.5714285714285716,19.333478933478933,19.567276367276367,86.33518973518973,65.42550732550733,25.487641512526128,True
940608,Juan Cruz,7854,Leganés,ESP-La Liga,0.7,16.5,10.0,0.0,1.0,3.7,0.15,0.1,0.6,4.0,0.2,0.5,0.6,0.1,0.5,6.88,0.0,25.0,1.3,1.3,1.6,2265,34,Attacker,0.75,0.2777777777777778,0.04242424242424242,2.666666666666667,0.4615384615384615,0.07692307692307693,0.8125,28.127272727272725,15.581818181818184,52.22727272727273,59.19090909090909,25.451509119780354,False
751649,Jack Harrison,8668,Everton,ENG-Premier League,0.6,16.2,6.0,0.0,1.3,3.1,0.14,0.15,0.6,0.0,0.04,0.4,0.3,0.1,0.4,6.44,0.0,33.0,1.3,1.4,1.0,2083,34,Attacker,0.75,0.22222222222222227,0.037037037037037035,1.6666666666666667,0.23076923076923075,0.11538461538461538,1.3,19.98181818181818,21.418181818181818,59.69090909090911,54.36363636363635,25.333121775144733,False
1002618,Ander Barrenetxea,8560,Real Sociedad,ESP-La Liga,1.4,29.7,11.0,0.0,0.6,4.7,0.24,0.13,1.9,5.0,0.15,0.8,0.6,0.2,1.0,7.01,0.0,44.0,1.7,1.5,2.8,1769,30,Attacker,0.5476190476190477,0.3478260869565218,0.04713804713804714,1.4736842105263157,0.35294117647058826,0.07647058823529412,0.6071428571428572,18.937200837200837,19.034989534989535,79.24332514332515,71.76672126672126,25.017041593215296,True
939542,Dwight McNeil,8668,Everton,ENG-Premier League,0.5,20.1,1.0,0.0,1.0,1.9,0.15,0.11,0.8,1.0,0.0,0.8,0.4,0.2,0.9,6.62,0.0,15.0,1.9,1.8,0.5,1166,21,Attacker,0.7647058823529411,0.3076923076923077,0.02487562189054726,0.625,0.2105263157894737,0.05789473684210526,3.8,13.28098098098098,27.74917644917645,62.41724451724451,83.35520975520977,25.01588290625266,True
1050166,Anthony Elanga,10261,Newcastle United,ENG-Premier League,0.5,23.5,2.0,0.0,0.4,1.7,0.12,0.1,0.6,1.0,0.0,0.2,0.3,0.0,0.1,6.39,0.0,15.0,1.1,1.0,0.9,1284,30,Attacker,0.6666666666666667,0.16666666666666669,0.02127659574468085,1.5,0.2727272727272727,0.09090909090909091,1.2222222222222223,20.65115115115115,20.961543361543363,59.915688415688415,44.141250341250334,24.933630942521972,True
213516,Dani Rodríguez,8661,Mallorca,ESP-La Liga,0.9,19.0,7.0,0.0,1.0,3.4,0.14,0.11,2.1,7.0,0.17,0.5,0.4,0.1,0.4,6.71,0.0,33.0,1.3,2.0,0.7,2175,37,Attacker,0.5434782608695653,0.2,0.04736842105263158,0.3333333333333333,0.3076923076923077,0.0846153846153846,1.8571428571428574,19.4,22.0,65.67272727272727,39.89090909090909,24.769410054002623,False
1110045,Gaetano Oristanio,7881,Venezia,ITA-Serie A,0.8,11.3,2.0,0.0,0.2,2.2,0.08,0.17,1.9,3.0,0.12,0.2,0.5,0.0,0.6,6.48,0.0,33.0,1.7,0.7,2.1,2333,37,Attacker,0.3214285714285714,0.22222222222222227,0.07079646017699115,1.105263157894737,0.29411764705882354,0.1,0.8095238095238094,22.327272727272724,20.745454545454546,45.909090909090914,36.8,24.495037240177016,False
896377,Lameck Banda,9888,Lecce,ITA-Serie A,0.3,14.7,6.0,0.0,0.7,2.5,0.14,0.11,2.4,3.0,0.22,0.4,0.6,0.0,0.5,6.53,0.0,22.0,1.8,1.5,1.7,1632,30,Attacker,0.4418604651162791,0.2105263157894737,0.020408163265306124,0.7083333333333334,0.3333333333333333,0.06111111111111111,1.0588235294117647,20.66066066066066,20.690690690690694,52.027027027027025,43.86636636636637,24.445771296203734,True
1288111,Mathys Tel,8586,Tottenham Hotspur,ENG-Premier League,0.8,17.5,3.0,0.0,0.8,2.1,0.16,0.17,1.2,1.0,0.31,0.4,0.6,0.1,0.7,6.63,0.0,25.0,2.4,1.4,2.8,1179,29,Attacker,0.6,0.22222222222222227,0.045714285714285714,2.3333333333333335,0.25,0.07083333333333335,0.8571428571428572,19.87735007735008,19.75957775957776,45.58524888524889,53.45864045864045,23.786945777521005,True
1580704,Christantus Uche,8305,Getafe,ESP-La Liga,0.3,13.7,7.0,0.0,0.7,3.1,0.11,0.13,2.0,6.0,0.14,0.4,0.5,0.1,0.9,6.66,0.0,29.0,1.8,1.3,1.2,2501,33,Attacker,0.4594594594594595,0.23529411764705882,0.021897810218978103,0.6,0.2777777777777778,0.07222222222222223,1.5,15.763636363636364,23.163636363636368,49.07272727272727,64.9090909090909,23.73011433768221,False
591734,Dominic Solanke,8586,Tottenham Hotspur,ENG-Premier League,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1000,15,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.165338065338066,24.658977158977155,7.561352261352261,30.925689325689323,23.29635388913517,True
1541825,Adrián Liso,8305,Getafe,ESP-La Liga,0.1,10.2,0.0,0.0,0.4,0.3,0.02,0.11,2.0,0.0,0.17,0.2,0.6,0.1,0.7,6.33,0.0,4.0,1.4,1.5,0.8,1627,27,Attacker,0.45945945945945943,0.11764705882352942,0.009803921568627453,0.4,0.4285714285714286,0.07857142857142858,1.7499999999999998,25.66066066066066,22.807807807807805,6.681681681681681,58.65615615615616,23.24130389620449,True
637744,Marcus Edwards,8191,Burnley,ENG-Premier League,0.5,22.7,5.0,0.0,0.3,1.7,0.15,0.13,0.6,3.0,0.09,0.2,0.5,0.0,0.7,0.0,0.0,18.0,1.9,0.9,1.1,1049,22,Attacker,0.6470588235294118,0.18181818181818182,0.022026431718061675,1.8333333333333335,0.2631578947368421,0.06842105263157895,1.727272727272727,12.755255255255255,25.42792792792793,59.5045045045045,67.02702702702703,23.146217529464543,True
1215652,Omari Hutchinson,10203,Nottingham Forest,ENG-Premier League,0.6,23.6,6.0,0.0,0.5,3.6,0.21,0.11,1.2,4.0,0.06,0.6,0.6,0.0,0.8,6.74,0.0,29.0,1.5,1.1,2.3,1536,29,Attacker,0.5862068965517241,0.3529411764705882,0.02542372881355932,1.9166666666666665,0.39999999999999997,0.07333333333333333,0.6521739130434783,18.036845936845936,16.864582764582764,73.93492583492583,67.7031941031941,23.078116358573784,True
467486,Moses Simon,6379,Paris FC,FRA-Ligue 1,0.5,18.0,7.0,0.0,0.7,3.7,0.17,0.12,0.7,3.0,0.14,0.4,0.5,0.0,0.5,6.7,0.0,31.0,1.5,0.6,1.3,1950,28,Attacker,0.5882352941176471,0.4,0.027777777777777776,1.8571428571428574,0.3333333333333333,0.08,1.1538461538461537,19.15165165165165,17.41741741741742,70.80330330330331,47.10960960960961,22.992823209551375,True
1308909,Cristian Volpato,7943,Sassuolo,ITA-Serie A,1.6,26.5,6.0,0.0,0.9,1.6,0.14,0.12,1.6,4.0,0.17,0.4,0.6,0.1,0.0,6.82,0.0,23.0,1.7,1.4,2.0,1038,22,Attacker,0.5294117647058824,0.22222222222222227,0.06037735849056604,1.25,0.35294117647058826,0.07058823529411765,0.85,20.037537537537535,18.43843843843844,69.97747747747748,31.381381381381377,22.971556799007743,True
970692,Bryan Gil,7732,Girona,ESP-La Liga,0.5,24.8,6.0,0.0,0.6,2.6,0.16,0.12,1.0,3.0,0.0,0.6,0.4,0.1,0.6,6.54,0.0,21.0,1.4,1.9,1.8,1472,27,Attacker,0.7142857142857143,0.24,0.020161290322580645,1.8,0.28571428571428575,0.08571428571428572,0.7777777777777777,17.36104286104286,16.582864682864685,66.6998634998635,69.75454545454545,22.411137093874917,True
312765,Jack Grealish,8668,Everton,ENG-Premier League,1.0,26.6,5.0,0.0,0.6,3.6,0.2,0.12,0.7,6.0,0.11,0.7,0.4,0.3,0.9,7.21,0.0,38.0,1.4,1.2,1.3,1631,20,Attacker,0.7307692307692308,0.3684210526315789,0.03759398496240601,1.8571428571428574,0.28571428571428575,0.08571428571428572,1.0769230769230769,16.98198198198198,15.037537537537538,86.05105105105105,81.02852852852853,22.24361928605049,True
1156568,Amin Sarr,9876,Verona,ITA-Serie A,0.2,17.5,1.0,0.0,0.9,0.9,0.08,0.11,2.2,1.0,0.0,0.3,0.4,0.0,0.4,6.16,0.0,13.0,1.5,1.3,0.9,1038,32,Attacker,0.42105263157894735,0.18749999999999997,0.011428571428571429,0.40909090909090906,0.26666666666666666,0.07333333333333333,1.6666666666666665,17.286286286286288,21.52749112749113,36.55625625625626,33.125662025662024,21.70654365616269,True
1353000,Adam Daghim,8721,VfL Wolfsburg,GER-Bundesliga,0.3,17.9,6.0,0.0,2.0,2.7,0.19,0.12,1.1,3.0,0.14,0.9,0.4,0.1,0.2,6.58,0.0,17.0,1.7,1.8,1.1,1269,26,Attacker,0.7105263157894737,0.3333333333333333,0.01675977653631285,1.0,0.23529411764705885,0.07058823529411765,1.5454545454545452,13.708708708708707,19.714714714714713,52.95795795795796,44.707207207207205,20.42423013117005,True
1039403,Santiago Pierotti,9888,Lecce,ITA-Serie A,0.3,16.9,2.0,0.0,0.8,1.5,0.05,0.11,2.4,1.0,0.04,0.7,0.3,0.2,0.8,6.44,0.0,21.0,1.1,2.9,1.3,2454,35,Attacker,0.6,0.19444444444444445,0.01775147928994083,0.5416666666666667,0.2727272727272727,0.09999999999999999,0.8461538461538461,16.938720538720535,14.884038584038585,43.544799344799344,66.62281372281372,20.271994628532447,True
635772,Borja Mayoral,8305,Getafe,ESP-La Liga,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1059,16,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.998671398671394,17.13170443170443,7.659386659386659,37.45902265902266,19.56005864254616,True
655575,Jacob Bruun Larsen,8191,Burnley,ENG-Premier League,0.3,20.7,2.0,0.0,1.2,1.2,0.1,0.12,0.1,1.0,0.0,0.5,0.4,0.1,0.4,6.3,0.0,12.0,1.4,1.1,0.9,1010,26,Attacker,0.9411764705882353,0.3125,0.014492753623188406,9.0,0.28571428571428575,0.08571428571428572,1.5555555555555554,12.927927927927927,18.566066066066067,42.54504504504504,54.99249249249249,19.45426219218786,True
1292833,Tyler Dibling,8466,Southampton,ENG-Premier League,0.7,23.7,3.0,0.0,0.8,1.5,0.07,0.12,1.4,0.0,0.1,0.4,0.4,0.2,0.2,6.47,0.0,20.0,1.3,1.6,2.2,1874,33,Attacker,0.5882352941176471,0.2,0.029535864978902954,1.5714285714285716,0.3076923076923077,0.0923076923076923,0.5909090909090908,18.172727272727272,13.39090909090909,50.154545454545456,37.39090909090909,19.133732613538587,False
1181101,Tyrhys Dolan,8558,Espanyol,ESP-La Liga,0.2,17.3,6.0,0.0,0.5,3.7,0.14,0.09,1.4,4.0,0.08,0.7,0.4,0.1,0.6,6.8,0.0,30.0,1.2,2.0,1.3,2310,34,Attacker,0.6585365853658538,0.25925925925925924,0.011560693641618497,0.9285714285714287,0.33333333333333337,0.075,0.923076923076923,14.03903903903904,11.71921921921922,66.37387387387388,61.651651651651655,17.68840250277848,True
933817,Riccardo Sottil,9888,Lecce,ITA-Serie A,0.8,17.3,6.0,0.0,0.4,2.7,0.23,0.06,0.8,2.0,0.08,0.2,0.3,0.0,0.3,6.47,0.0,24.0,1.7,0.3,1.1,1072,21,Attacker,0.3846153846153846,0.4,0.046242774566473986,1.375,0.17647058823529413,0.03529411764705882,1.5454545454545452,7.758849758849759,23.54627354627355,58.17566657566658,39.72051142051142,17.420612918171983,True
519835,Adam Armstrong,8602,Wolverhampton Wanderers,ENG-Premier League,0.0,0.0,3.0,0.0,0.0,0.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1000,12,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841095641095642,16.646855946855947,8.891655291655292,28.549931749931748,14.874161410505778,True
836436,Gabriel Strefezza,10167,Parma,ITA-Serie A,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,956,13,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.941095641095641,12.383219583219583,37.36716716716717,38.33478023478023,14.181280449262715,True
823825,Randal Kolo Muani,8586,Tottenham Hotspur,ENG-Premier League,0.2,12.3,2.0,0.0,1.0,1.8,0.1,0.12,2.2,1.0,0.06,0.2,0.2,0.1,0.7,6.34,0.0,19.0,1.1,1.6,1.4,1584,28,Attacker,0.45,0.11111111111111112,0.016260162601626015,0.6363636363636362,0.18181818181818182,0.10909090909090907,0.7857142857142858,11.6991718991719,9.559377559377559,30.805705705705705,47.85803985803986,13.686503152826713,True
1431818,Lilian Rao-Lisoa,8121,Angers,FRA-Ligue 1,1.1,21.9,8.0,0.0,2.1,2.6,0.12,0.04,1.3,4.0,0.1,0.7,0.3,0.1,0.3,6.74,0.0,21.0,0.8,2.3,0.7,1877,31,Attacker,0.6976744186046512,0.2333333333333333,0.05022831050228311,0.5384615384615384,0.37499999999999994,0.049999999999999996,1.142857142857143,11.469505869505868,8.3989625989626,55.43737373737374,46.93858403858403,13.647132413117076,True
971787,Haissem Hassan,8670,Real Oviedo,ESP-La Liga,2.0,18.2,2.0,0.0,0.5,3.2,0.16,0.08,0.5,3.0,0.0,0.3,0.4,0.0,0.8,6.57,0.0,20.0,1.6,1.9,2.9,1819,35,Attacker,0.8148148148148148,0.13636363636363638,0.10989010989010989,5.8,0.25,0.049999999999999996,0.5517241379310345,5.7207207207207205,11.028528528528527,57.710210210210214,86.82432432432432,12.302028642204354,True
793066,David Neres,9875,Napoli,ITA-Serie A,0.0,0.0,9.0,0.0,0.0,3.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,925,16,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.962307762307761,9.53776503776504,40.45389935389935,33.3044772044772,12.181278992999134,True
939061,Giorgi Tsitaishvili,8550,Metz,FRA-Ligue 1,0.9,21.3,4.0,0.0,1.2,4.8,0.17,0.05,0.8,2.0,0.11,0.5,0.3,0.1,0.3,6.8,0.0,44.0,1.1,0.7,1.5,2457,33,Attacker,0.6,0.4166666666666667,0.04225352112676056,1.875,0.2727272727272727,0.045454545454545456,0.7333333333333334,9.954954954954953,6.696696696696696,81.97447447447448,36.426426426426424,11.941791722672523,True
1875615,Kareem Tunde,8581,Levante,ESP-La Liga,0.4,13.5,1.0,0.0,0.2,0.3,0.03,0.09,1.3,1.0,0.0,1.1,0.2,0.0,0.5,6.58,0.0,6.0,1.5,1.6,1.2,1098,19,Attacker,0.675,0.40740740740740744,0.02962962962962963,0.923076923076923,0.13333333333333333,0.06,1.25,5.585585585585585,12.92042042042042,15.187687687687689,55.00750750750751,10.852492764127591,True
1406729,Endrick,9748,Lyon,FRA-Ligue 1,0.0,0.0,9.0,0.0,0.0,2.9,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1151,15,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5525525525525525,2.1021021021021022,32.237237237237245,26.26126126126126,3.8425430253919965,True
1197039,Martín Satriano,8305,Getafe,ESP-La Liga,0.0,0.0,5.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1514,17,Attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5525525525525525,2.1021021021021022,14.872372372372372,26.26126126126126,3.556485010243948,True
