player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,line_breaking,rest_defence,switch_play,aerial_command,composite_score,has_primary_season,is_manual_add
517346,Nico Elvedi,9788,Borussia Mönchengladbach,GER-Bundesliga,1.6,50.8,0.0,0.0,8.3,0.7,0.03,0.01,0.5,0.0,0.0,0.9,0.0,0.9,0.0,6.84,0.0,5.0,0.2,1.3,0.0,1980,22,Defender,0.8148148148148149,0.409090909090909,0.0314960629921259,0.0,17.652628993862216,71.90053526358057,43.7369500372856,78.47061786554235,42.40132099575047,True,False
1097497,Darlin Yongwa,8689,Lorient,FRA-Ligue 1,1.8,40.5,2.0,0.0,2.4,1.1,0.11,0.02,1.0,0.0,0.0,1.0,0.1,0.1,0.1,6.6,0.0,8.0,0.6,2.0,0.6,902,16,Defender,0.75,0.3333333333333333,0.0444444444444444,0.6,61.04567307692307,45.56490384615385,42.48798076923077,22.30168269230769,42.37289432307488,True,False
857269,Gleison Bremer,9885,Juventus,ITA-Serie A,2.3,46.9,0.0,0.0,3.9,0.9,0.07,0.12,0.9,2.0,0.23,0.8,0.4,0.6,0.1,7.29,0.0,6.0,0.8,0.9,0.0,1187,15,Defender,0.6538461538461539,0.4705882352941176,0.0490405117270788,0.0,30.769230769230766,44.22475961538461,58.365384615384606,42.56009615384615,42.18817316941493,True,False
789066,Cristian Romero,8586,Tottenham Hotspur,ENG-Premier League,2.2,47.2,4.0,0.0,4.5,1.2,0.06,0.07,1.5,1.0,0.21,1.5,0.3,0.7,0.1,7.06,0.0,9.0,0.8,2.8,0.4,1712,21,Defender,0.7413793103448276,0.3488372093023256,0.0466101694915254,0.2666666666666666,39.83437482074227,41.97620891412838,39.19298170137096,49.44288490219697,41.97116668911158,True,False
1225995,Robin Hranac,8226,TSG 1899 Hoffenheim,GER-Bundesliga,2.2,42.9,0.0,0.0,6.6,0.3,0.02,0.06,1.0,0.0,0.0,0.6,0.1,0.9,0.1,6.95,0.0,1.0,0.3,1.1,0.1,1767,20,Defender,0.6296296296296297,0.3529411764705882,0.0512820512820512,0.1,38.56370192307692,26.09375,55.13221153846154,61.08173076923077,41.92966183768412,True,False
672469,Ben Chilwell,9848,Strasbourg,FRA-Ligue 1,1.2,39.0,4.0,0.0,3.1,0.9,0.06,0.0,0.9,2.0,0.0,1.2,0.1,0.3,0.2,6.73,0.0,7.0,0.1,1.5,0.6,1299,16,Defender,0.75,0.4444444444444444,0.0307692307692307,0.6666666666666666,48.97235576923077,63.984375,23.61778846153846,40.03004807692308,41.90740905716834,True,False
1395964,Carlos Romero,8558,Espanyol,ESP-La Liga,1.2,21.7,5.0,0.0,1.8,2.4,0.11,0.09,1.5,2.0,0.18,1.2,0.3,0.4,0.5,7.22,0.0,15.0,0.9,3.1,1.2,1950,22,Defender,0.7413793103448276,0.2790697674418604,0.0552995391705069,0.7999999999999999,63.22570699248552,42.2213080078013,25.094504675041588,41.511770062525095,41.70421362659562,True,False
1189288,Federico Gatti,9885,Juventus,ITA-Serie A,0.9,56.7,1.0,0.0,3.1,0.3,0.01,0.1,0.8,0.0,0.04,0.7,0.4,0.7,0.0,7.03,0.0,7.0,1.0,1.1,0.3,2197,30,Defender,0.6923076923076923,0.3888888888888888,0.0158730158730158,0.3749999999999999,39.07718120805369,44.18344519015661,37.85234899328859,47.88031319910514,41.6338399410861,False,False
820140,Ibrahima Konaté,8650,Liverpool,ENG-Premier League,2.0,56.6,2.0,0.0,6.1,0.8,0.04,0.04,1.1,0.0,0.04,0.8,0.1,0.8,0.0,7.18,0.0,6.0,0.4,1.6,0.2,2151,25,Defender,0.6857142857142857,0.3333333333333333,0.0353356890459364,0.1818181818181818,35.45061808065164,31.485266807204727,51.116094475993805,56.70742987437618,41.42680087601895,True,False
600524,Reinildo,8472,Sunderland,ENG-Premier League,1.1,31.3,0.0,0.0,3.9,0.6,0.03,0.01,1.6,1.0,0.0,1.4,0.0,0.7,0.3,6.85,0.0,4.0,0.3,1.7,0.8,1428,17,Defender,0.6595744680851064,0.4516129032258065,0.0351437699680511,0.5,50.895432692307686,50.15625,18.42548076923077,65.09014423076923,41.31832066333791,True,False
