player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,shot_accuracy,xg_per_shot,finishing,link_play,box_presence,press_leadership,composite_score,has_primary_season,is_manual_add,nationality
664500,Viktor Gyökeres,9825,Arsenal,ENG-Premier League,0.1,6.9,2.0,0.0,0.9,1.3,0.07,0.44,1.1,0.0,0.44,0.1,0.8,0.1,0.6,6.72,0.0,14.0,2.0,0.3,0.3,1646,25,Attacker,0.2666666666666666,0.25,0.0144927536231884,0.2727272727272727,0.4,0.22,77.88306451612902,20.71572580645161,61.935483870967744,37.55040322580645,45.64736918588636,True,False,Sweden
1050163,Lorenzo Colombo,10233,Genoa,ITA-Serie A,0.2,13.5,0.0,0.0,1.0,0.6,0.04,0.38,1.8,1.0,0.35,0.1,1.2,0.1,0.5,6.5,0.0,11.0,2.7,0.8,0.8,1529,25,Attacker,0.3333333333333333,0.1111111111111111,0.0148148148148148,0.4444444444444445,0.4444444444444444,0.1407407407407407,58.35148542290212,29.87485219672616,61.39923511805787,36.55530613753094,45.52739919747568,True,False,Italy
846966,Javier Puado,8558,Espanyol,ESP-La Liga,0.6,15.3,5.0,0.0,0.5,2.1,0.06,0.35,0.7,4.0,0.36,0.2,0.7,0.1,0.3,6.91,0.0,22.0,2.1,0.7,0.6,2987,35,Attacker,0.5625,0.2222222222222222,0.0392156862745098,0.8571428571428572,0.3333333333333333,0.1666666666666666,60.98797250859106,33.59106529209622,52.93814432989691,35.197594501718214,45.43326816487357,False,False,Spain
169719,Chris Wood,10203,Nottingham Forest,ENG-Premier League,0.4,9.5,3.0,0.0,0.8,1.5,0.05,0.4,0.8,3.0,0.6,0.2,1.1,0.2,0.3,7.06,0.0,22.0,2.1,0.2,0.1,2976,36,Attacker,0.3333333333333333,0.5,0.0421052631578947,0.125,0.5238095238095238,0.1904761904761904,85.17182130584193,21.219931271477662,68.67697594501719,27.242268041237114,45.396902026070585,False,False,New Zealand
521148,Jacob Murphy,10261,Newcastle United,ENG-Premier League,1.2,20.3,9.0,0.0,0.8,2.4,0.2,0.24,0.2,1.0,0.16,0.2,0.8,0.1,0.3,6.68,0.0,18.0,2.8,0.7,1.2,1091,21,Attacker,0.8181818181818182,0.2222222222222222,0.0591133004926108,5.999999999999999,0.2857142857142857,0.0857142857142857,33.32037745261058,70.50146879503382,41.53664597420833,44.31403114953997,44.95506427518679,True,False,England
1199272,Rasmus Højlund,9875,Napoli,ITA-Serie A,0.3,12.9,3.0,0.0,0.6,1.9,0.1,0.4,1.4,2.0,0.41,0.0,0.9,0.1,0.4,6.74,0.0,18.0,1.9,0.2,0.4,1740,21,Attacker,0.125,0.0,0.0232558139534883,0.2857142857142857,0.4736842105263158,0.2105263157894737,69.33876510364705,30.69735432139822,55.58534715293944,28.44998244836124,44.78417196328844,True,False,Denmark
655696,Artem Dovbyk,8686,Roma,ITA-Serie A,0.0,11.9,5.0,0.0,0.4,1.5,0.06,0.45,1.1,2.0,0.44,0.1,1.0,0.1,0.3,6.79,0.0,25.0,2.3,0.1,0.3,2430,32,Attacker,0.1538461538461538,0.5,0.0,0.2727272727272727,0.4347826086956522,0.1956521739130435,79.43298969072166,27.36254295532646,70.9278350515464,19.64776632302405,44.73590212633854,False,False,Ukraine
610184,Emiliano Buendia,10252,Aston Villa,ENG-Premier League,1.1,28.3,1.0,0.0,1.2,1.5,0.12,0.2,2.0,2.0,0.39,0.4,0.7,0.2,0.8,6.82,0.0,22.0,2.7,2.6,0.5,1150,24,Attacker,0.6,0.1333333333333333,0.03886925795053,0.25,0.2592592592592592,0.074074074074074,31.733870967741936,59.67741935483871,35.74596774193549,68.49798387096774,44.65311356166869,True,False,Argentina
46469,Olivier Giroud,8639,Lille,FRA-Ligue 1,0.5,13.1,1.0,0.0,0.8,1.5,0.1,0.42,1.5,1.0,0.26,0.3,0.7,0.2,0.4,6.72,0.0,18.0,2.4,0.5,0.1,1364,20,Attacker,0.3478260869565218,0.3749999999999999,0.0381679389312977,0.0666666666666666,0.2916666666666667,0.175,58.06451612903225,33.06451612903226,58.810483870967744,30.30241935483871,44.42965441957836,True,False,France
477615,Sandro Ramirez,8306,Las Palmas,ESP-La Liga,0.7,17.7,6.0,0.0,0.9,3.2,0.14,0.18,1.1,3.0,0.4,0.7,0.9,0.0,0.4,6.93,0.0,28.0,2.3,1.2,0.7,2045,31,Attacker,0.6333333333333333,0.3684210526315789,0.03954802259887,0.6363636363636362,0.391304347826087,0.0782608695652174,39.5446735395189,51.93298969072165,39.5704467353952,49.054982817869416,44.20451128890707,False,False,Spain
626890,Marius Bülter,8722,1. FC Köln,GER-Bundesliga,1.0,16.5,6.0,0.0,0.9,3.6,0.29,0.29,1.0,3.0,0.24,0.3,1.0,0.2,0.3,6.7,0.0,20.0,2.7,0.3,0.2,1117,20,Attacker,0.3749999999999999,0.5,0.0606060606060606,0.2,0.3703703703703703,0.1074074074074074,42.76209677419354,51.6633064516129,54.41532258064516,28.76008064516129,43.984693389584514,True,False,Germany
1074968,Jamie Leweling,10269,VfB Stuttgart,GER-Bundesliga,0.5,20.5,5.0,0.0,0.9,3.4,0.2,0.15,0.7,6.0,0.29,0.7,0.8,0.1,0.7,7.17,0.0,29.0,2.0,0.8,1.2,1575,21,Attacker,0.6818181818181818,0.4666666666666666,0.024390243902439,1.7142857142857144,0.4,0.075,31.01217529468278,73.43928980526918,27.998374163987734,68.48339984480656,43.938178810726754,True,False,Germany
1322858,Pablo Durán,9910,Celta de Vigo,ESP-La Liga,0.9,15.3,2.0,0.0,1.0,1.0,0.1,0.27,1.2,2.0,0.2,0.3,0.9,0.2,0.7,6.59,0.0,6.0,2.2,1.0,0.5,919,19,Attacker,0.52,0.2307692307692307,0.0588235294117647,0.4166666666666667,0.409090909090909,0.1227272727272727,45.55858090381702,31.649992609836307,45.565439899493775,59.92060192883272,43.93782805056533,True,False,Spain
1024292,Marco Grüll,8697,SV Werder Bremen,GER-Bundesliga,0.4,21.9,0.0,0.0,0.9,2.5,0.16,0.14,1.3,1.0,0.13,0.6,0.7,0.3,0.6,6.87,0.0,28.0,2.1,2.0,1.1,1410,22,Attacker,0.6666666666666666,0.2307692307692307,0.0182648401826484,0.8461538461538461,0.3333333333333333,0.0666666666666666,33.54695525255885,61.76144551601817,34.30098289177105,58.02996711377157,43.84624456572495,True,False,Austria
1453218,Mert Kömür,8406,FC Augsburg,GER-Bundesliga,0.3,22.7,4.0,0.0,1.4,1.9,0.15,0.23,1.6,3.0,0.16,0.3,1.0,0.0,0.6,6.68,0.0,20.0,2.7,0.6,1.0,1120,19,Attacker,0.36,0.3333333333333333,0.013215859030837,0.625,0.3703703703703703,0.0851851851851851,30.181451612903224,65.17137096774194,47.641129032258064,41.83467741935484,43.77629956396259,True,False,Turkiye
852071,Juan Hernández,8603,Real Betis,ESP-La Liga,1.3,17.0,6.0,0.0,1.1,1.7,0.09,0.42,0.9,3.0,0.44,0.4,0.8,0.1,0.8,7.33,0.0,27.0,3.1,1.1,0.9,1651,19,Attacker,0.625,0.2666666666666666,0.0764705882352941,1.0,0.2580645161290322,0.1354838709677419,40.651396740937805,39.6922227764845,42.58073753833647,55.83386450134871,43.55939400246599,True,False,Colombia
696365,Marcus Rashford,8634,Barcelona,ESP-La Liga,0.9,33.5,5.0,0.0,0.9,3.5,0.25,0.41,0.4,6.0,0.29,0.1,1.5,0.1,0.6,7.27,0.0,33.0,4.5,0.5,1.4,1250,21,Attacker,0.6,0.1666666666666666,0.026865671641791,3.5,0.3333333333333333,0.0911111111111111,32.92962254738942,59.7575564423752,45.65869452758378,41.46994974688689,43.43119786636778,True,False,England
1280225,Esteban Lepaul,9851,Rennes,FRA-Ligue 1,0.4,11.9,2.0,0.0,0.7,0.5,0.03,0.48,1.0,3.0,0.59,0.1,1.2,0.0,0.5,7.05,0.0,12.0,2.8,0.3,0.2,1679,22,Attacker,0.2857142857142857,0.25,0.0336134453781512,0.2,0.4285714285714286,0.1714285714285714,74.44465229279828,18.089850533939327,69.61742046336326,31.81897332150908,43.363618073852734,True,False,France
599353,Che Adams,9804,Torino,ITA-Serie A,1.8,19.3,5.0,0.0,0.6,1.3,0.08,0.26,0.7,1.0,0.25,0.1,0.8,0.0,0.4,6.69,0.0,22.0,2.7,0.7,0.7,1450,24,Attacker,0.5333333333333333,0.125,0.0932642487046632,1.0,0.2962962962962963,0.0962962962962963,42.46988508295458,47.0897766323024,48.67577504341722,34.476429996674426,43.25025376025742,True,False,Scotland
1159233,Alieu Fadera,7943,Sassuolo,ITA-Serie A,0.9,18.7,1.0,0.0,0.5,1.2,0.12,0.21,3.1,1.0,0.2,0.7,0.4,0.0,0.5,6.49,0.0,7.0,1.3,3.0,0.9,904,23,Attacker,0.5441176470588235,0.1891891891891891,0.0481283422459893,0.2903225806451613,0.3076923076923077,0.1615384615384615,41.80443548387097,44.45564516129033,35.645161290322584,54.60685483870968,43.0326426443997,True,False,Gambia
942358,Felix Correia,8639,Lille,FRA-Ligue 1,1.9,31.1,8.0,0.0,0.4,3.8,0.27,0.19,0.5,5.0,0.21,0.9,0.4,0.1,0.6,6.91,0.0,27.0,1.6,0.9,0.7,1257,22,Attacker,0.782608695652174,0.5,0.0610932475884244,1.4,0.25,0.11875,29.536290322580648,76.10887096774194,25.98790322580645,67.27822580645162,42.73004208712174,True,False,Portugal
1113694,Jonathan Rowe,9857,Bologna,ITA-Serie A,0.5,18.8,4.0,0.0,0.2,1.2,0.12,0.24,1.3,1.0,0.0,0.5,0.9,0.0,0.7,6.77,0.0,12.0,2.9,1.3,2.7,945,16,Attacker,0.5806451612903226,0.2777777777777778,0.026595744680851,2.076923076923077,0.3103448275862069,0.0827586206896551,22.17741935483871,60.78629032258065,46.43145161290323,65.89717741935485,42.67771319548595,True,False,England
1073498,Patrick Wimmer,8721,VfL Wolfsburg,GER-Bundesliga,0.8,18.4,2.0,0.0,1.2,0.9,0.07,0.15,1.5,3.0,0.23,1.4,0.5,0.0,0.8,6.79,0.0,7.0,1.2,2.3,1.9,1166,17,Attacker,0.7115384615384616,0.3783783783783784,0.0434782608695652,1.2666666666666666,0.4166666666666667,0.125,33.96784816908695,53.222688726305286,27.71583896833315,77.5330940767838,42.601416904194885,True,False,Austria
541555,Mattia Zaccagni,8543,Lazio,ITA-Serie A,0.9,25.3,3.0,0.0,0.3,1.4,0.08,0.15,1.2,0.0,0.17,0.9,0.6,0.0,0.4,7.04,0.0,23.0,1.5,1.6,1.2,1621,19,Attacker,0.6756756756756757,0.36,0.0355731225296442,1.0,0.3999999999999999,0.0999999999999999,34.574488231164324,68.56859457561984,28.35882939807117,53.2725492369656,42.572662416975234,True,False,Italy
1185568,Benedict Hollerbach,8149,1. FC Union Berlin,GER-Bundesliga,0.7,15.0,3.0,0.0,0.4,2.2,0.08,0.22,1.4,0.0,0.29,0.1,0.8,0.0,0.6,6.57,0.0,26.0,2.6,1.6,1.5,2464,33,Attacker,0.5483870967741936,0.0588235294117647,0.0466666666666666,1.0714285714285714,0.3076923076923077,0.0846153846153846,32.96391752577319,49.01202749140893,42.64604810996563,51.108247422680414,42.37943950826001,False,False,Germany
1324358,Frank Magri,9941,Toulouse,FRA-Ligue 1,0.1,10.7,1.0,0.0,0.9,0.9,0.07,0.31,2.0,1.0,0.36,0.2,0.9,0.1,0.4,6.72,0.0,14.0,2.3,0.6,0.7,1264,17,Attacker,0.2857142857142857,0.25,0.0093457943925233,0.35,0.391304347826087,0.1347826086956521,58.69625965340132,27.248919188560023,58.218462476443854,30.276345933562425,42.35515965241455,True,False,Cameroon
1400227,Yankuba Minteh,10204,Brighton and Hove Albion,ENG-Premier League,0.5,15.1,6.0,0.0,0.6,2.8,0.16,0.16,1.0,4.0,0.05,0.5,0.4,0.0,0.7,7.06,0.0,30.0,1.8,1.9,2.7,1640,24,Attacker,0.7058823529411765,0.2083333333333333,0.0331125827814569,2.7,0.2222222222222222,0.0888888888888888,26.86878764364631,72.17233861730038,26.80278424417101,75.88157724568599,42.30964323518251,True,False,Gambia
843040,Pedro Neto,8455,Chelsea,ENG-Premier League,1.2,26.9,9.0,0.0,0.5,5.0,0.23,0.19,0.3,3.0,0.23,0.3,0.5,0.0,0.5,7.12,0.0,39.0,1.7,0.7,1.5,1991,26,Attacker,0.7692307692307692,0.3,0.0446096654275092,5.0,0.2941176470588235,0.1117647058823529,27.03005487196541,83.7798608801685,28.60870930791117,55.861161918486495,42.061576476976704,True,False,Portugal
817724,Danny Namaso,8583,Auxerre,FRA-Ligue 1,0.9,20.3,2.0,0.0,0.8,1.2,0.07,0.25,2.2,1.0,0.12,0.3,0.7,0.0,0.9,6.73,0.0,20.0,2.6,1.0,1.3,1535,18,Attacker,0.3714285714285714,0.2307692307692307,0.0443349753694581,0.5909090909090908,0.2692307692307692,0.0961538461538461,26.39112903225806,57.45967741935484,41.028225806451616,58.97177419354839,42.04145228643219,True,False,Cameroon
604105,Inaki Williams,8315,Athletic Club,ESP-La Liga,0.5,15.4,4.0,0.0,0.4,1.4,0.11,0.27,1.2,2.0,0.08,0.1,0.9,0.0,0.7,6.6,0.0,12.0,2.7,0.4,0.4,1090,16,Attacker,0.2941176470588235,0.2,0.0324675324675324,0.3333333333333333,0.3333333333333333,0.1,34.52377323282711,44.093065255145405,48.11546206998486,44.73818035694492,41.99860619888066,True,False,Ghana
836436,Gabriel Strefezza,10171,Como,ITA-Serie A,1.2,28.6,5.0,0.0,0.9,4.1,0.14,0.12,1.6,4.0,0.21,0.4,0.8,0.1,0.7,7.05,0.0,57.0,2.0,1.9,1.2,2632,37,Attacker,0.5897435897435898,0.1739130434782609,0.0419580419580419,0.7499999999999999,0.4,0.06,26.872852233676976,75.25773195876289,28.43642611683849,64.02061855670104,41.94349706726185,False,False,Brazil
640123,Antonio Martinez,9866,Alavés,ESP-La Liga,0.5,12.3,3.0,0.0,1.6,0.8,0.05,0.32,1.3,2.0,0.29,0.2,1.0,0.1,0.4,6.74,0.0,12.0,2.9,0.9,0.6,1540,23,Attacker,0.4583333333333333,0.1818181818181818,0.040650406504065,0.4615384615384615,0.3448275862068966,0.1103448275862069,46.40309185973469,26.290969219968225,59.23710416435724,41.033999371836096,41.75350605739455,True,False,Spain
1282008,Santiago Castro,9857,Bologna,ITA-Serie A,1.1,11.0,4.0,0.0,1.5,0.6,0.04,0.29,1.5,2.0,0.45,0.1,1.0,0.1,0.4,6.87,0.0,20.0,2.4,0.4,0.7,1412,22,Attacker,0.25,0.2,0.1,0.4666666666666666,0.4166666666666667,0.1208333333333333,55.308978125115466,33.282179544026896,52.385960536525886,27.247602815652368,41.71200040393375,True,False,Argentina
181276,Romelu Lukaku,9875,Napoli,ITA-Serie A,0.2,11.0,8.0,0.0,0.5,2.6,0.08,0.41,1.5,10.0,0.44,0.0,0.8,0.1,0.3,6.96,0.0,35.0,2.0,0.1,0.2,2870,36,Attacker,0.0625,0.0,0.0181818181818181,0.1333333333333333,0.4,0.205,76.27147766323024,34.192439862542955,61.28865979381444,13.35910652920962,41.70534179886854,False,False,Belgium
1250492,Matthis Abline,9830,Nantes,FRA-Ligue 1,0.3,10.3,6.0,0.0,0.5,2.1,0.1,0.23,1.3,2.0,0.2,0.2,0.8,0.0,0.6,6.88,0.0,18.0,3.0,0.9,2.1,1784,22,Attacker,0.4583333333333333,0.1818181818181818,0.029126213592233,1.6153846153846154,0.2666666666666666,0.0766666666666666,31.695649964896727,48.86618722979714,44.80970328492776,46.12360510660312,41.512575489133006,True,False,France
974755,Lucas Beltran,10267,Valencia CF,ESP-La Liga,0.6,20.6,4.0,0.0,0.9,1.4,0.11,0.22,1.7,2.0,0.08,0.3,0.7,0.1,0.5,6.57,0.0,11.0,2.2,1.4,1.2,1099,21,Attacker,0.5,0.1764705882352941,0.029126213592233,0.7058823529411765,0.3181818181818181,0.0999999999999999,33.9736679229945,52.47431918116987,38.25952407345823,45.726037394228285,41.404451776507685,True,False,Argentina
725398,Mathias Pereira Lage,8152,FC St. Pauli,GER-Bundesliga,0.6,15.2,3.0,0.0,0.9,1.1,0.07,0.19,1.6,2.0,0.0,0.7,0.8,0.1,0.6,6.64,0.0,22.0,1.8,1.8,0.5,1412,20,Attacker,0.6097560975609757,0.2799999999999999,0.0394736842105263,0.3125,0.4444444444444445,0.1055555555555555,32.622584340243144,42.721150648486855,36.86615489783099,64.76072035620588,41.27010171007073,True,False,Portugal
929838,Hugo Duro,10267,Valencia CF,ESP-La Liga,0.3,13.3,1.0,0.0,1.1,0.7,0.04,0.33,0.9,0.0,0.44,0.2,0.6,0.4,0.3,6.66,0.0,12.0,1.6,0.7,0.2,1425,23,Attacker,0.5,0.2222222222222222,0.0225563909774436,0.2222222222222222,0.3749999999999999,0.20625,69.36509256180024,18.033038650556108,51.88818682333814,39.84815523038835,41.229520813708206,True,False,Spain
1002618,Ander Barrenetxea,8560,Real Sociedad,ESP-La Liga,1.7,28.2,8.0,0.0,0.7,3.0,0.25,0.16,1.8,3.0,0.25,0.8,0.6,0.2,0.7,7.02,0.0,29.0,1.7,0.9,2.9,1099,19,Attacker,0.4857142857142857,0.4705882352941176,0.0602836879432624,1.611111111111111,0.3529411764705882,0.0941176470588235,26.21491981672394,82.48577393489266,24.3684181354617,64.43047241621402,41.03783312650253,True,False,Spain
1344677,Mateo Joseph,8661,Mallorca,ESP-La Liga,0.1,12.4,3.0,0.0,1.1,0.5,0.03,0.25,0.9,2.0,0.14,0.5,0.7,0.2,0.4,6.49,0.0,10.0,1.7,1.5,0.8,1333,23,Attacker,0.6896551724137931,0.25,0.0080645161290322,0.888888888888889,0.4117647058823529,0.1470588235294117,46.17943548387097,24.445564516129032,44.95967741935483,56.94556451612903,40.8020873008741,True,False,Spain
864157,Jan-Niklas Beste,8358,Sport-Club Freiburg,GER-Bundesliga,0.9,18.2,2.0,0.0,1.3,3.0,0.24,0.13,0.9,2.0,0.08,1.0,0.6,0.0,0.3,6.99,0.0,26.0,1.2,2.0,0.6,1128,17,Attacker,0.7692307692307693,0.3333333333333333,0.0494505494505494,0.6666666666666666,0.5,0.1083333333333333,33.61895161290323,63.256048387096776,24.21370967741936,58.27620967741935,40.49154578572651,True,False,Germany
941213,Crysencio Summerville,8654,West Ham United,ENG-Premier League,0.4,19.1,1.0,0.0,1.2,1.3,0.07,0.18,1.8,1.0,0.23,0.6,0.7,0.2,0.5,6.95,0.0,16.0,1.9,1.4,1.6,1594,21,Attacker,0.5263157894736842,0.3,0.0209424083769633,0.888888888888889,0.3684210526315789,0.0947368421052631,32.54032258064516,54.939516129032256,31.592741935483872,51.98588709677419,40.43632566023206,True,False,Netherlands
956913,Marvin Pieringer,94937,1. FC Heidenheim 1846,GER-Bundesliga,0.2,13.8,1.0,0.0,2.1,0.4,0.04,0.28,2.2,0.0,0.19,0.8,0.4,0.1,0.2,6.61,0.0,10.0,1.8,1.3,0.9,935,16,Attacker,0.4883720930232557,0.3809523809523809,0.0144927536231884,0.409090909090909,0.2222222222222222,0.1555555555555555,46.52463695820863,33.22328917710527,46.70320178841962,34.71409304216089,40.37414913225982,True,False,Germany
1224237,Mateo Pellegrino,10167,Parma,ITA-Serie A,0.4,9.1,4.0,0.0,1.1,0.8,0.03,0.29,2.4,1.0,0.31,0.1,0.8,0.2,1.0,6.65,0.0,16.0,2.4,0.5,0.7,2051,25,Attacker,0.1999999999999999,0.1666666666666666,0.0439560439560439,0.2916666666666667,0.3333333333333333,0.1208333333333333,47.096774193548384,25.302419354838708,46.89516129032258,46.27016129032258,40.13562886138084,True,False,Argentina
812839,Martijn Kaars,8152,FC St. Pauli,GER-Bundesliga,0.3,18.0,1.0,0.0,0.4,0.7,0.06,0.28,0.5,0.0,0.29,0.0,0.8,0.0,0.3,6.33,0.0,6.0,1.8,0.3,0.4,942,19,Attacker,0.3749999999999999,0.0,0.0166666666666666,0.8,0.4444444444444445,0.1555555555555555,60.766129032258064,25.75604838709677,51.471774193548384,27.479838709677423,40.13408812753264,True,False,Netherlands
1624586,Bazoumana Touré,8226,TSG 1899 Hoffenheim,GER-Bundesliga,0.7,19.4,6.0,0.0,0.7,2.4,0.16,0.16,1.7,5.0,0.13,0.3,0.5,0.1,0.9,7.19,0.0,25.0,1.5,1.3,2.1,1352,18,Attacker,0.4848484848484849,0.1874999999999999,0.0360824742268041,1.2352941176470589,0.3333333333333333,0.1066666666666666,25.63508064516129,75.15120967741936,23.870967741935484,66.875,39.916703286831314,True,False,Ivory Coast
1252373,Roberto Fernández,8558,Espanyol,ESP-La Liga,0.0,8.9,6.0,0.0,1.0,2.3,0.12,0.29,1.4,2.0,0.26,0.2,0.8,0.1,0.8,6.64,0.0,16.0,2.2,0.4,0.3,1732,24,Attacker,0.3,0.3333333333333333,0.0,0.2142857142857143,0.3636363636363636,0.1318181818181818,50.245168680486266,26.32434042789048,45.406689945682295,39.092926689576174,39.638504893955066,True,False,Spain
1248482,Antonio Nusa,178475,RB Leipzig,GER-Bundesliga,0.8,21.6,6.0,0.0,0.4,4.2,0.27,0.25,0.6,2.0,0.13,0.3,0.8,0.0,0.3,7.33,0.0,24.0,3.2,1.2,3.3,1377,19,Attacker,0.7142857142857143,0.1999999999999999,0.037037037037037,5.5,0.25,0.078125,20.1453552821195,78.7585910652921,34.28560211358681,55.41832945349739,39.612804911720986,True,False,Norway
1231648,Vladyslav Vanat,7732,Girona,ESP-La Liga,0.1,9.7,3.0,0.0,0.9,1.3,0.07,0.41,1.5,1.0,0.4,0.1,0.9,0.1,0.3,6.69,0.0,11.0,1.3,0.2,0.5,1572,21,Attacker,0.1666666666666666,0.3333333333333333,0.0103092783505154,0.3333333333333333,0.6923076923076923,0.3153846153846154,84.50604838709677,22.17741935483871,58.8508064516129,15.806451612903228,39.51382501190761,True,False,Ukraine
935769,Armand Laurienté,7943,Sassuolo,ITA-Serie A,0.6,20.5,8.0,0.0,0.6,2.7,0.15,0.13,1.4,3.0,0.22,0.2,1.0,0.0,0.5,6.79,0.0,33.0,2.6,0.8,0.9,1603,25,Attacker,0.4166666666666667,0.2,0.0292682926829268,0.6428571428571429,0.3846153846153846,0.05,23.92137096774194,69.40524193548387,40.42338709677419,39.29435483870968,39.31045725993955,True,False,France
1076756,Brennan Johnson,9826,Crystal Palace,ENG-Premier League,0.5,13.7,0.0,0.0,1.6,0.7,0.06,0.15,0.7,0.0,0.0,0.3,0.4,0.0,0.7,6.59,0.0,10.0,1.3,1.4,0.4,1057,23,Attacker,0.7083333333333334,0.1764705882352941,0.0364963503649635,0.5714285714285715,0.3076923076923077,0.1153846153846153,38.71817610760078,28.948772309056647,35.51398588478735,66.5733196615305,39.26828207524489,True,False,Wales
1202525,Bryan Zaragoza,9910,Celta de Vigo,ESP-La Liga,1.0,20.5,4.0,0.0,0.4,2.9,0.23,0.16,0.6,1.0,0.08,0.2,1.0,0.0,0.6,6.85,0.0,18.0,2.1,0.8,2.1,1135,19,Attacker,0.625,0.2,0.048780487804878,3.5000000000000004,0.4761904761904761,0.0761904761904761,24.098053615637586,74.79284447400511,32.303144514651,45.94746517385361,39.15823550706816,True,False,Spain
251269,Ante Budimir,8371,Osasuna,ESP-La Liga,0.2,7.8,1.0,0.0,1.4,0.8,0.04,0.46,1.8,0.0,0.55,0.2,1.2,0.2,0.4,6.88,0.0,8.0,3.0,0.7,0.2,1785,23,Attacker,0.3333333333333332,0.2222222222222222,0.0256410256410256,0.1111111111111111,0.3999999999999999,0.1533333333333333,76.61202564386802,11.07912555888113,77.42378893692495,28.96050419391789,38.99377519480974,True,False,Croatia
1553105,Victor Munoz,8371,Osasuna,ESP-La Liga,0.1,14.8,0.0,0.0,0.8,1.3,0.07,0.15,1.0,1.0,0.2,0.3,0.9,0.0,0.8,6.74,0.0,14.0,2.3,0.8,2.6,1829,24,Attacker,0.5238095238095238,0.2727272727272727,0.0067567567567567,2.6,0.391304347826087,0.0652173913043478,25.352822580645164,50.252016129032256,33.77016129032258,63.64919354838709,38.84974142625577,True,False,Spain
1199382,Josué Casimir,8583,Auxerre,FRA-Ligue 1,0.8,22.5,0.0,0.0,0.8,1.0,0.08,0.18,2.0,0.0,0.0,0.7,0.6,0.0,0.4,6.37,0.0,6.0,1.3,1.8,0.6,1121,20,Attacker,0.5555555555555556,0.2799999999999999,0.0355555555555555,0.3,0.4615384615384615,0.1384615384615384,37.31538447326608,41.40835735136533,32.47445774673909,46.568446772346014,38.66715367496303,True,False,Haiti
846383,Callum Hudson-Odoi,10203,Nottingham Forest,ENG-Premier League,1.1,28.9,4.0,0.0,0.7,2.0,0.12,0.14,0.6,1.0,0.18,0.4,0.6,0.1,0.4,6.78,0.0,32.0,1.6,0.7,1.5,1472,24,Attacker,0.6470588235294118,0.3636363636363636,0.0380622837370242,2.5,0.3749999999999999,0.0875,27.849254517237554,77.50872963086131,21.901119609799355,52.27524664671322,38.42001449420937,True,False,England
1044029,Nicolo Cambiaghi,9857,Bologna,ITA-Serie A,0.4,19.0,5.0,0.0,0.2,2.0,0.16,0.15,1.9,4.0,0.24,0.3,0.5,0.0,1.0,6.8,0.0,16.0,1.5,1.7,1.0,1136,20,Attacker,0.5128205128205129,0.15,0.0210526315789473,0.5263157894736842,0.3333333333333333,0.0999999999999999,28.911290322580648,58.36693548387097,22.016129032258064,69.94959677419355,38.41530174883188,True,False,Italy
942368,Jérémy Doku,8456,Manchester City,ENG-Premier League,0.8,29.8,10.0,0.0,0.0,4.4,0.33,0.13,1.3,4.0,0.08,0.8,0.6,0.0,0.8,7.26,0.0,39.0,1.5,1.1,4.7,1187,20,Attacker,0.59375,0.4210526315789473,0.0268456375838926,3.615384615384616,0.3999999999999999,0.0866666666666666,20.43964545689688,93.27344991316556,19.38957247903041,72.67371503528803,37.99697720026257,True,False,Belgium
388903,Haris Tabakovic,9788,Borussia Mönchengladbach,GER-Bundesliga,0.1,12.6,0.0,0.0,2.2,0.5,0.03,0.59,1.7,2.0,0.58,0.0,1.1,0.2,0.3,6.8,0.0,10.0,2.6,0.2,0.3,1539,21,Attacker,0.1052631578947368,0.0,0.0079365079365079,0.1764705882352941,0.4230769230769231,0.2269230769230769,88.1350806451613,16.078629032258064,79.31451612903226,12.51008064516129,37.96619616391839,True,False,Bosnia and Herzegovina
793066,David Neres,9875,Napoli,ITA-Serie A,0.4,26.3,9.0,0.0,0.2,3.2,0.31,0.15,1.8,3.0,0.29,0.1,0.4,0.3,0.8,6.88,0.0,21.0,1.7,1.0,1.8,925,16,Attacker,0.3793103448275862,0.0909090909090909,0.0152091254752851,1.0,0.2352941176470588,0.088235294117647,24.58421091527178,81.8461783616007,22.484064959538856,52.31981857148136,37.77012630240871,True,False,Brazil
1242587,Amine Sbai,8121,Angers,FRA-Ligue 1,0.7,22.2,3.0,0.0,0.2,1.3,0.12,0.12,1.0,1.0,0.09,0.4,0.7,0.0,0.8,6.64,0.0,16.0,1.6,1.3,2.0,1007,15,Attacker,0.6296296296296297,0.2352941176470588,0.0315315315315315,2.0,0.4374999999999999,0.075,24.0625,66.68346774193549,21.290322580645164,73.53830645161291,37.649139402374566,True,False,France
