player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,chance_quality,shot_accuracy,xg_per_shot,goal_involvement_balance,creative_output,goal_threat,half_space_craft,counter_press,composite_score,has_primary_season,is_manual_add,nationality
446266,Mario Pasalic,8524,Atalanta,ITA-Serie A,3.6,53.6,4.0,0.0,1.2,1.2,0.09,0.11,1.3,3.0,0.14,0.5,0.4,0.2,0.1,6.86,0.0,26.0,0.9,1.6,0.4,1242,20,Midfielder,0.6176470588235293,0.238095238095238,0.0671641791044776,0.3076923076923077,0.0461538461538461,0.4444444444444445,0.1222222222222222,0.0494999999999999,44.406147604930574,60.144705362251,47.81940760389036,33.030868050137826,45.99570979940921,True,False,Croatia
777028,André Almeida,10267,Valencia CF,ESP-La Liga,1.7,34.5,4.0,0.0,0.5,4.9,0.22,0.05,1.3,4.0,0.0,0.4,0.2,0.1,0.4,6.81,0.0,43.0,0.8,2.2,1.0,1988,34,Midfielder,0.6666666666666666,0.1538461538461538,0.0492753623188405,0.7692307692307692,0.113953488372093,0.25,0.0625,0.0407407407407407,73.91909814323608,20.42440318302387,56.06763925729442,48.47480106100796,45.96694237030733,False,False,Portugal
901495,Albert Sambi Lokonga,9790,Hamburger SV,GER-Bundesliga,1.3,33.4,0.0,0.0,1.0,1.1,0.09,0.1,1.0,0.0,0.34,0.9,0.7,0.8,0.5,6.93,0.0,17.0,1.2,1.8,0.5,1056,16,Midfielder,0.7297297297297297,0.3333333333333333,0.0389221556886227,0.5,0.0647058823529411,0.5833333333333334,0.0833333333333333,0.0473684210526315,29.551470588235297,59.55882352941176,47.00367647058824,62.71691176470589,45.96424671628871,True,False,Belgium
951714,Adrián Bernabé,10167,Parma,ITA-Serie A,2.7,38.1,6.0,0.0,0.8,2.8,0.13,0.09,0.5,1.0,0.14,0.5,0.5,0.2,0.5,7.03,0.0,46.0,1.9,1.2,0.5,1979,25,Midfielder,0.7727272727272726,0.2941176470588235,0.0708661417322834,1.0,0.0608695652173913,0.2631578947368421,0.0473684210526315,0.0531818181818181,50.620052530295936,27.01656524678837,61.57061033962657,53.145596036823214,45.88187232643464,True,False,Spain
850295,Alessio Zerbin,7801,Cremonese,ITA-Serie A,0.8,18.8,4.0,0.0,1.7,1.7,0.14,0.12,1.5,2.0,0.0,0.2,0.6,0.2,0.1,6.52,0.0,11.0,1.4,2.5,0.5,1084,20,Midfielder,0.6428571428571429,0.074074074074074,0.0425531914893617,0.3333333333333333,0.1545454545454545,0.4285714285714286,0.0857142857142857,0.0646153846153846,65.54411764705883,44.14705882352941,37.59191176470589,35.82720588235294,45.79327997271564,True,False,Italy
621515,Daichi Kamada,9826,Crystal Palace,ENG-Premier League,1.5,29.6,2.0,0.0,1.1,2.0,0.14,0.1,1.4,0.0,0.0,0.6,0.3,0.1,0.6,6.98,0.0,11.0,1.1,3.1,0.6,1258,16,Midfielder,0.7254901960784315,0.1621621621621621,0.0506756756756756,0.4285714285714286,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.0583333333333333,55.25471992510533,28.269932906849743,43.49466245384095,67.21146044624747,45.77619248977312,True,False,Japan
598355,Denis Zakaria,9829,Monaco,FRA-Ligue 1,1.3,42.5,1.0,0.0,2.5,0.6,0.06,0.06,1.1,1.0,0.09,1.6,0.1,0.5,0.1,6.96,0.0,4.0,0.8,1.5,0.4,954,12,Midfielder,0.7380952380952381,0.5161290322580645,0.0305882352941176,0.3636363636363636,0.15,0.125,0.075,0.03,43.17978623810267,41.60896135642586,47.96038773599626,52.84337780204921,45.7298367096768,True,False,Switzerland
1016132,Kouadio Koné,8686,Roma,ITA-Serie A,1.4,45.8,2.0,0.0,0.9,1.7,0.08,0.09,1.9,1.0,0.09,0.7,0.2,0.1,0.4,7.2,0.0,20.0,0.8,1.9,1.1,1942,22,Midfielder,0.5777777777777777,0.2692307692307693,0.0305676855895196,0.5789473684210527,0.0849999999999999,0.25,0.1124999999999999,0.0423529411764705,38.30823841472929,41.699771155146415,61.60500208040776,45.986691891610754,45.70371473623238,True,False,France
1251334,Jack Hinshelwood,10204,Brighton and Hove Albion,ENG-Premier League,1.7,39.1,3.0,0.0,1.8,1.5,0.07,0.13,0.9,2.0,0.24,0.8,0.5,0.1,0.4,6.89,0.0,17.0,0.9,1.3,0.1,1846,26,Midfielder,0.7000000000000001,0.3809523809523809,0.0434782608695652,0.1111111111111111,0.088235294117647,0.5555555555555556,0.1444444444444444,0.0455,36.76392572944297,70.83554376657825,34.66511936339523,51.45225464190981,45.65027825930482,False,False,England
1193815,Julian Niehues,94937,1. FC Heidenheim 1846,GER-Bundesliga,2.1,34.0,1.0,0.0,2.5,0.8,0.07,0.11,0.7,0.0,0.27,1.4,0.5,0.4,0.2,6.72,0.0,3.0,1.5,1.1,0.4,994,17,Midfielder,0.78125,0.5599999999999999,0.0617647058823529,0.5714285714285715,0.2666666666666666,0.3333333333333333,0.0733333333333333,0.0427777777777777,43.89705882352941,45.794117647058826,45.03676470588236,48.72058823529412,45.58976478439347,True,False,Germany
