player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,saves_per_match,clean_sheet_rate,build_up_involvement,shot_stopping,sweeper_behind_line,composite_score,has_primary_season
245555,Gerónimo Rulli,8592,Marseille,FRA-Ligue 1,0.0,25.0,0.0,8.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,2.6,1.0,0.0,0.1,0.0,2520,28,Keeper,1.0,0.0,0.0,0.0,0.09285714285714286,0.2857142857142857,62.26611351611351,48.92075517075517,59.56078643578644,56.59309073870528,True
768474,Mile Svilar,8686,Roma,ITA-Serie A,0.0,21.6,0.0,16.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,2.8,0.0,0.0,0.1,0.0,3240,36,Keeper,1.0,0.0,0.0,0.0,0.07777777777777778,0.4444444444444444,55.37097162097161,63.307178932178935,49.93386243386243,56.548382146821,True
1091193,Maduka Okoye,8600,Udinese,ITA-Serie A,0.0,20.2,0.0,10.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.03,2.7,2.0,0.0,0.0,0.0,2437,28,Keeper,0.0,0.0,0.0,0.0,0.09642857142857143,0.35714285714285715,52.218013468013474,62.79761904761906,55.31265031265031,56.508576566948804,True
764018,Gregor Kobel,9789,Borussia Dortmund,GER-Bundesliga,0.0,22.7,0.0,14.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,2.6,0.0,0.0,0.0,0.0,2970,33,Keeper,0.0,0.0,0.0,0.0,0.0787878787878788,0.42424242424242425,57.65933140933141,56.0741341991342,55.091089466089464,56.45274743390649,True
406501,Daniel Heuer Fernandes,9790,Hamburger SV,GER-Bundesliga,0.0,37.3,0.0,6.0,0.9,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,3.2,0.0,0.0,0.0,0.0,2970,33,Keeper,0.0,0.0,0.0,0.0,0.09696969696969697,0.18181818181818182,69.91071428571428,43.30357142857143,57.901785714285715,56.3993093500483,True
1042347,Diant Ramaj,94937,1. FC Heidenheim 1846,GER-Bundesliga,0.0,32.2,1.0,1.0,1.5,0.2,0.01,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,6.39,3.2,1.0,0.0,0.0,0.0,2790,31,Keeper,0.0,0.0,0.0,0.0,0.1032258064516129,0.03225806451612903,68.83928571428572,35.9375,76.11607142857143,56.22706121641673,True
185644,Mathew Ryan,8581,Levante,ESP-La Liga,0.0,22.8,0.0,8.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,3.4,0.0,0.1,0.1,0.0,3060,34,Keeper,1.0,0.0,0.0,0.0,0.09999999999999999,0.23529411764705882,54.55357142857142,53.34821428571428,62.72321428571428,56.05034781842255,True
178778,Oliver Baumann,8226,TSG 1899 Hoffenheim,GER-Bundesliga,0.0,26.3,0.0,7.0,1.2,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,2.9,1.0,0.0,0.0,0.1,2970,33,Keeper,0.0,0.0,0.0,0.0,0.08787878787878788,0.21212121212121213,60.77260702260702,45.153920153920154,64.68765031265032,55.63292600026449,True
951919,Timon Weiner,8150,Holstein Kiel,GER-Bundesliga,0.0,22.7,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,3.4,0.0,0.0,0.0,0.0,2250,25,Keeper,0.0,0.0,0.0,0.0,0.136,0.08,56.56565656565656,50.0,61.76767676767677,55.37974493632141,False
466867,Nikola Vasilj,8152,FC St. Pauli,GER-Bundesliga,0.0,23.1,0.0,5.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,3.5,0.0,0.0,0.0,0.0,2970,33,Keeper,0.0,0.0,0.0,0.0,0.10606060606060606,0.15151515151515152,59.55928330928331,47.873075998076,56.82058682058682,54.53033685889343,True
