player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,chance_quality,shot_accuracy,xg_per_shot,link_play,creative_output,finishing,press_trigger,composite_score,has_primary_season,is_manual_add,nationality
400625,Vincenzo Grifo,8358,Sport-Club Freiburg,GER-Bundesliga,3.6,36.1,8.0,0.0,1.3,3.0,0.26,0.4,0.6,1.0,0.51,0.5,0.5,0.1,0.3,6.87,0.0,28.0,1.6,0.4,0.7,1057,22,Attacker,0.6,0.5555555555555556,0.0997229916897507,1.1666666666666667,0.1071428571428571,0.3125,0.25,79.5376759782729,84.45686915715183,66.92310534678343,47.86673687322175,69.8604532930881,True,False,Italy
1087966,Evann Guessand,9831,Nice,FRA-Ligue 1,0.1,14.5,12.0,0.0,0.5,5.3,0.19,0.32,1.6,8.0,0.42,0.5,0.9,0.1,0.8,7.31,0.0,32.0,2.2,1.5,1.7,2572,33,Attacker,0.5555555555555556,0.25,0.0068965517241379,1.0625,0.165625,0.409090909090909,0.1454545454545454,64.39003436426117,84.15807560137458,63.91752577319588,68.26460481099656,69.52862662240943,False,False,Ivory Coast
1104053,Rayan Cherki,8456,Manchester City,ENG-Premier League,1.3,52.3,14.0,0.0,0.4,5.5,0.46,0.17,0.7,7.0,0.25,0.6,0.6,0.1,1.3,7.27,0.0,34.0,2.3,1.8,2.3,1076,21,Attacker,0.7741935483870969,0.25,0.0248565965583174,3.2857142857142856,0.1617647058823529,0.2608695652173913,0.0739130434782608,96.02259080663636,96.44172855928758,30.542992277278945,78.12372981561542,69.27280313499584,True,False,France
292462,Mohamed Salah,8650,Liverpool,ENG-Premier League,0.6,22.7,9.0,0.0,0.4,3.6,0.21,0.36,0.5,6.0,0.23,0.2,0.8,0.1,0.8,7.09,0.0,41.0,2.9,0.3,0.7,1537,18,Attacker,0.5,0.4,0.026431718061674,1.4,0.0878048780487805,0.2758620689655172,0.1241379310344827,76.78403170380226,78.99202786091712,59.22807430809593,54.86011805786498,67.75796279422116,True,False,Egypt
1202110,Nico Williams,8315,Athletic Club,ESP-La Liga,0.3,23.8,5.0,0.0,0.5,4.3,0.3,0.31,1.2,2.0,0.27,0.4,0.9,0.0,1.2,6.99,0.0,27.0,2.5,0.8,3.2,1316,19,Attacker,0.5,0.3333333333333333,0.0126050420168067,2.666666666666667,0.1592592592592592,0.36,0.124,86.03478457672837,80.94132210028452,42.85791486531426,66.76119147914126,67.66395381779809,True,False,Spain
325916,Paulo Dybala,8686,Roma,ITA-Serie A,2.0,36.1,4.0,0.0,0.1,3.1,0.27,0.36,0.9,2.0,0.17,0.2,1.2,0.0,0.9,6.93,0.0,40.0,3.1,0.6,0.9,1056,17,Attacker,0.4705882352941176,0.25,0.0554016620498614,1.0,0.0775,0.3870967741935484,0.1161290322580645,81.69098492406607,74.93385803495546,50.809985034918526,63.77595794996861,67.56790101618756,True,False,Argentina
966146,Zuriko Davitashvili,9853,St Etienne,FRA-Ligue 1,0.4,23.3,9.0,0.0,0.5,5.6,0.18,0.27,0.7,8.0,0.29,0.5,0.9,0.0,0.8,7.15,0.0,53.0,2.3,0.8,1.6,2761,33,Attacker,0.65,0.3846153846153846,0.0171673819742489,2.285714285714286,0.1056603773584905,0.391304347826087,0.1173913043478261,79.3384879725086,75.30927835051547,48.41924398625429,70.00859106529208,67.50595193838123,False,False,Georgia
965764,Iliman Ndiaye,8668,Everton,ENG-Premier League,0.2,25.0,5.0,0.0,0.5,3.7,0.19,0.24,1.1,2.0,0.26,0.5,0.7,0.1,0.8,7.27,0.0,20.0,1.4,2.5,1.9,1708,20,Attacker,0.7317073170731708,0.1666666666666666,0.008,1.727272727272727,0.185,0.5,0.1714285714285714,69.33797989875475,61.90596940472231,61.052590252374095,76.04372205594353,66.50636084006986,True,False,Senegal
574629,Alex Berenguer,8315,Athletic Club,ESP-La Liga,0.9,25.1,6.0,0.0,0.7,4.0,0.25,0.2,1.0,2.0,0.12,0.5,1.0,0.0,0.9,6.74,0.0,34.0,1.9,1.1,1.2,1457,20,Attacker,0.6153846153846154,0.3125,0.0358565737051792,1.2,0.1176470588235294,0.5263157894736842,0.1052631578947368,79.55465026050327,79.16772900269741,41.538839929054426,73.15091176144551,66.41929440537349,True,False,Spain
863098,Matheus Cunha,10260,Manchester United,ENG-Premier League,0.9,26.1,3.0,0.0,0.7,2.2,0.12,0.29,0.7,2.0,0.33,0.7,1.3,0.1,0.9,7.17,0.0,23.0,3.4,1.4,1.7,1634,23,Attacker,0.7499999999999999,0.3333333333333333,0.0344827586206896,2.428571428571429,0.0956521739130434,0.3823529411764706,0.0852941176470588,77.92858330562022,63.19176551010605,47.45940028821639,79.56384177659537,65.59909790646853,True,False,Brazil
1021586,Gabriel Martinelli,9825,Arsenal,ENG-Premier League,0.4,18.2,7.0,0.0,0.6,4.7,0.18,0.29,0.6,4.0,0.31,0.2,1.0,0.0,0.7,7.01,0.0,40.0,2.2,0.9,1.3,2300,33,Attacker,0.6470588235294118,0.1818181818181818,0.0219780219780219,2.166666666666667,0.1175,0.4545454545454545,0.1318181818181818,68.12714776632302,73.59106529209622,58.79725085910652,60.96219931271477,65.47171466427687,False,False,Brazil
1084981,Noni Madueke,8455,Chelsea,ENG-Premier League,0.6,22.0,6.0,0.0,0.4,3.2,0.14,0.42,1.0,3.0,0.31,0.4,1.4,0.0,0.8,7.18,0.0,32.0,3.5,1.1,2.0,2046,32,Attacker,0.6,0.2666666666666666,0.0272727272727272,2.0,0.1,0.3999999999999999,0.12,71.69243986254295,60.82474226804124,60.28350515463918,68.07560137457045,65.20936917292528,False,False,England
1156569,Sebastian Nanasi,9848,Strasbourg,FRA-Ligue 1,0.6,26.2,12.0,0.0,0.7,4.7,0.2,0.27,0.4,4.0,0.25,0.3,0.5,0.1,0.4,7.02,0.0,37.0,1.2,0.8,0.8,2122,31,Attacker,0.7333333333333334,0.2727272727272727,0.0229007633587786,2.0,0.127027027027027,0.4166666666666667,0.225,70.96219931271477,82.21649484536083,61.38316151202749,45.73024054982818,65.0280707909815,False,False,Sweden
1613676,Said El Mala,8722,1. FC Köln,GER-Bundesliga,0.2,14.0,4.0,0.0,0.2,1.4,0.12,0.52,0.7,2.0,0.61,0.3,1.6,0.0,1.0,6.8,0.0,10.0,3.8,1.4,2.6,1041,22,Attacker,0.7083333333333334,0.1764705882352941,0.0142857142857142,3.714285714285715,0.1399999999999999,0.4210526315789474,0.1368421052631579,51.6633064516129,59.73790322580644,77.72177419354838,81.63306451612904,65.01686871392748,True,False,Germany
696365,Marcus Rashford,8634,Barcelona,ESP-La Liga,0.9,33.5,5.0,0.0,0.9,3.5,0.25,0.41,0.4,6.0,0.29,0.1,1.5,0.1,0.6,7.27,0.0,33.0,4.5,0.5,1.4,1250,21,Attacker,0.6,0.1666666666666666,0.026865671641791,3.5,0.106060606060606,0.3333333333333333,0.0911111111111111,81.3784040941507,77.81431289953072,52.50866034807671,47.40351217529468,64.73474788760062,True,False,England
844437,Amine Gouiri,8592,Marseille,FRA-Ligue 1,0.0,23.0,7.0,0.0,0.0,3.3,0.14,0.51,1.3,5.0,0.56,0.1,1.8,0.0,1.0,7.01,0.0,34.0,3.5,0.0,1.1,2088,33,Attacker,0.0714285714285714,1.0,0.0,0.8461538461538461,0.0970588235294117,0.5142857142857143,0.1457142857142857,65.72164948453609,61.64948453608247,82.63745704467354,49.218213058419245,64.64192832984573,False,False,Algeria
1219540,Fisnik Asllani,8226,TSG 1899 Hoffenheim,GER-Bundesliga,0.3,16.9,6.0,0.0,0.9,2.7,0.17,0.36,0.9,4.0,0.44,0.3,1.1,0.0,1.1,7.17,0.0,24.0,2.9,0.6,0.6,1433,21,Attacker,0.5,0.3333333333333333,0.0177514792899408,0.6666666666666666,0.1125,0.3793103448275862,0.1241379310344827,56.703629032258064,73.20564516129033,60.372983870967744,67.31854838709678,63.541433488100495,True,False,Kosovo
